	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	1.9	0.0
0.2	0.2	3.79	0.02
0.3	0.3	5.69	0.06
0.4	0.4	7.58	0.15
0.5	0.5	9.48	0.19
0.6	0.6	11.37	0.22
0.7	0.7	13.27	0.25
0.8	0.8	15.16	0.27
0.9	0.9	17.06	0.29
1.0	1.0	18.95	0.31
1.1	1.1	29.36	0.33
1.2	1.2	39.76	0.35
1.3	1.3	50.17	0.36
1.4	1.4	60.57	0.38
1.5	1.5	70.98	0.4
1.6	1.6	81.38	0.41
1.7	1.7	91.79	0.43
1.8	1.8	102.19	0.44
1.9	1.9	112.6	0.45
2.0	2.0	123.0	0.47
2.1	2.1	144.8	0.48
2.2	2.2	166.6	0.49
2.3	2.3	188.4	0.5
2.4	2.4	210.2	0.51
2.5	2.5	232.0	0.53
2.6	2.6	253.8	0.54
2.7	2.7	275.6	0.55
2.8	2.8	297.4	0.56
2.9	2.9	319.2	0.57
3.0	3.0	341.0	0.58
3.1	3.1	379.9	0.59
3.2	3.2	418.8	0.6
3.3	3.3	457.7	0.61
3.4	3.4	496.6	0.62
3.5	3.5	535.5	0.63
3.6	3.6	574.4	0.64
3.7	3.7	613.3	0.65
3.8	3.8	652.2	0.66
3.9	3.9	691.1	0.67
4.0	4.0	730.0	0.68
4.1	4.1	793.2	0.69
4.2	4.2	856.4	0.69
4.3	4.3	919.6	0.7
4.4	4.4	982.8	0.71
4.5	4.5	1046.0	0.72
4.6	4.6	1109.2	0.73
4.7	4.7	1172.4	0.74
4.8	4.8	1235.6	0.74
4.9	4.9	1298.8	0.75
5.0	5.0	1362.0	0.76
5.1	5.1	1369.92	0.77
5.102830634	5.102830634	1441.18	0.77
