	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	29.3	0.0
0.2	0.2	58.6	0.02
0.3	0.3	87.9	0.06
0.4	0.4	117.2	0.15
0.5	0.5	146.5	0.19
0.6	0.6	175.81	0.22
0.7	0.7	205.11	0.25
0.8	0.8	234.41	0.27
0.9	0.9	263.71	0.29
1.0	1.0	293.01	0.31
1.1	1.1	449.41	0.33
1.2	1.2	605.81	0.35
1.3	1.3	762.21	0.36
1.4	1.4	918.61	0.38
1.5	1.5	1075.0	0.4
1.6	1.6	1231.4	0.41
1.7	1.7	1387.8	0.43
1.8	1.8	1544.2	0.44
1.9	1.9	1700.6	0.45
2.0	2.0	1857.0	0.47
2.1	2.1	2202.0	0.48
2.2	2.2	2547.0	0.49
2.3	2.3	2892.0	0.5
2.4	2.4	3237.0	0.51
2.5	2.5	3582.0	0.53
2.6	2.6	3927.0	0.54
2.7	2.7	4272.0	0.55
2.8	2.8	4617.0	0.56
2.9	2.9	4962.0	0.57
3.0	3.0	5307.0	0.58
3.075913149	3.075913149	5673.76	0.59
