	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	3.35	0.0
0.2	0.2	6.7	0.02
0.3	0.3	10.05	0.06
0.4	0.4	13.4	0.15
0.5	0.5	16.75	0.19
0.6	0.6	20.1	0.22
0.7	0.7	23.45	0.25
0.8	0.8	26.8	0.27
0.9	0.9	30.15	0.29
1.0	1.0	33.49	0.31
1.1	1.1	55.85	0.33
1.2	1.2	78.2	0.35
1.3	1.3	100.55	0.36
1.4	1.4	122.9	0.38
1.5	1.5	145.25	0.4
1.6	1.6	167.6	0.41
1.7	1.7	189.95	0.43
1.8	1.8	212.3	0.44
1.9	1.9	234.65	0.45
2.0	2.0	257.0	0.47
2.1	2.1	316.6	0.48
2.2	2.2	376.2	0.49
2.3	2.3	435.8	0.5
2.4	2.4	495.4	0.51
2.5	2.5	555.0	0.53
2.6	2.6	614.6	0.54
2.7	2.7	674.2	0.55
2.8	2.8	733.8	0.56
2.9	2.9	793.4	0.57
3.0	3.0	853.0	0.58
3.1	3.1	955.49	0.59
3.2	3.2	1057.99	0.6
3.3	3.3	1160.48	0.61
3.4	3.4	1262.98	0.62
3.5	3.5	1365.47	0.63
3.6	3.6	1467.97	0.64
3.7	3.7	1570.46	0.65
3.8	3.8	1672.96	0.66
3.9	3.9	1775.45	0.67
3.943985603	3.943985603	1877.95	0.67
