	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	6.44	0.0
0.2	0.2	12.88	0.02
0.3	0.3	19.33	0.06
0.4	0.4	25.77	0.15
0.5	0.5	32.21	0.19
0.6	0.6	38.65	0.22
0.7	0.7	45.09	0.25
0.8	0.8	51.54	0.27
0.9	0.9	57.98	0.29
1.0	1.0	64.42	0.31
1.1	1.1	118.78	0.33
1.2	1.2	173.14	0.35
1.3	1.3	227.49	0.36
1.4	1.4	281.85	0.38
1.5	1.5	336.21	0.4
1.6	1.6	390.57	0.41
1.7	1.7	444.93	0.43
1.8	1.8	499.28	0.44
1.9	1.9	553.64	0.45
2.0	2.0	608.0	0.47
2.1	2.1	724.2	0.48
2.2	2.2	840.4	0.49
2.3	2.3	956.6	0.5
2.4	2.4	1072.8	0.51
2.5	2.5	1189.0	0.53
2.6	2.6	1305.2	0.54
2.7	2.7	1421.4	0.55
2.8	2.8	1537.6	0.56
2.9	2.9	1653.8	0.57
3.0	3.0	1770.0	0.58
3.1	3.1	1961.5	0.59
3.2	3.2	2153.0	0.6
3.3	3.3	2344.5	0.61
3.4	3.4	2536.0	0.62
3.5	3.5	2727.5	0.63
3.6	3.6	2919.0	0.64
3.7	3.7	3110.5	0.65
3.8	3.8	3302.0	0.66
3.9	3.9	3493.5	0.67
4.0	4.0	3685.0	0.68
4.1	4.1	3975.0	0.69
4.2	4.2	4265.0	0.69
4.3	4.3	4555.0	0.7
4.4	4.4	4845.0	0.71
4.5	4.5	5135.0	0.72
4.6	4.6	5425.0	0.73
4.7	4.7	5715.0	0.74
4.8	4.8	6005.0	0.74
4.9	4.9	6295.0	0.75
5.0	5.0	6585.0	0.76
5.1	5.1	6622.14	0.77
5.105332927	5.105332927	6956.37	0.77
