	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	10.11	0.0
0.2	0.2	20.22	0.09
0.3	0.3	30.33	0.28
0.4	0.4	40.44	0.54
0.5	0.5	50.55	0.83
0.6	0.6	60.66	1.17
0.7	0.7	70.77	1.55
0.8	0.8	80.88	1.96
0.9	0.9	90.99	2.39
1.0	1.0	101.1	2.85
1.1	1.1	189.29	3.34
1.2	1.2	277.48	3.86
1.3	1.3	365.67	4.39
1.4	1.4	453.86	4.95
1.5	1.5	542.05	5.54
1.6	1.6	630.24	8.59
1.7	1.7	718.43	9.02
1.8	1.8	806.62	9.44
1.9	1.9	894.81	9.83
2.0	2.0	983.0	10.21
2.1	2.1	1213.9	10.58
2.2	2.2	1444.8	10.93
2.3	2.3	1675.7	11.28
2.4	2.4	1906.6	11.61
2.5	2.5	2137.5	11.93
2.6	2.6	2368.4	12.24
2.7	2.7	2599.3	12.55
2.8	2.8	2830.2	12.85
2.9	2.9	3061.1	13.14
3.0	3.0	3292.0	13.42
3.1	3.1	3670.3	13.7
3.2	3.2	4048.6	13.97
3.3	3.3	4426.9	14.24
3.4	3.4	4805.2	14.51
3.5	3.5	5183.5	14.76
3.6	3.6	5561.8	15.02
3.7	3.7	5940.1	15.27
3.8	3.8	6318.4	15.51
3.9	3.9	6696.7	15.75
4.0	4.0	7075.0	15.99
4.1	4.1	7689.9	16.23
4.2	4.2	8304.8	16.46
4.3	4.3	8919.7	16.68
4.4	4.4	9534.6	16.91
4.5	4.5	10149.5	17.13
4.6	4.6	10764.4	17.35
4.7	4.7	11379.3	17.57
4.8	4.8	11994.2	17.78
4.9	4.9	12609.1	17.99
5.0	5.0	13224.0	18.2
5.1	5.1	13313.26	18.4
5.124162629	5.124162629	14116.55	18.45
