	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	3.8	0.0
0.2	0.2	7.61	0.02
0.3	0.3	11.41	0.06
0.4	0.4	15.21	0.15
0.5	0.5	19.02	0.19
0.6	0.6	22.82	0.22
0.7	0.7	26.62	0.25
0.8	0.8	30.42	0.27
0.9	0.9	34.23	0.29
1.0	1.0	38.03	0.31
1.1	1.1	57.53	0.33
1.2	1.2	77.02	0.35
1.3	1.3	96.52	0.36
1.4	1.4	116.02	0.38
1.5	1.5	135.52	0.4
1.6	1.6	155.01	0.41
1.7	1.7	174.51	0.43
1.8	1.8	194.01	0.44
1.9	1.9	213.5	0.45
2.0	2.0	233.0	0.47
2.1	2.1	277.6	0.48
2.2	2.2	322.2	0.49
2.3	2.3	366.8	0.5
2.4	2.4	411.4	0.51
2.5	2.5	456.0	0.53
2.6	2.6	500.6	0.54
2.7	2.7	545.2	0.55
2.8	2.8	589.8	0.56
2.9	2.9	634.4	0.57
3.0	3.0	679.0	0.58
3.1	3.1	755.3	0.59
3.2	3.2	831.6	0.6
3.3	3.3	907.9	0.61
3.4	3.4	984.2	0.62
3.5	3.5	1060.5	0.63
3.6	3.6	1136.8	0.64
3.7	3.7	1213.1	0.65
3.8	3.8	1289.4	0.66
3.9	3.9	1365.7	0.67
4.0	4.0	1442.0	0.68
4.1	4.1	1552.0	0.69
4.2	4.2	1662.0	0.69
4.3	4.3	1772.0	0.7
4.4	4.4	1882.0	0.71
4.5	4.5	1992.0	0.72
4.6	4.6	2102.0	0.73
4.7	4.7	2212.0	0.74
4.8	4.8	2322.0	0.74
4.9	4.9	2432.0	0.75
5.0	5.0	2542.0	0.76
5.1	5.1	2557.34	0.77
5.117981874	5.117981874	2695.36	0.77
