	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	7.66	0.0
0.2	0.2	15.32	0.1
0.3	0.3	22.98	0.31
0.4	0.4	30.63	0.59
0.5	0.5	38.29	0.91
0.6	0.6	45.95	1.29
0.7	0.7	53.61	1.71
0.8	0.8	61.27	2.15
0.9	0.9	68.93	2.63
1.0	1.0	76.59	4.12
1.1	1.1	147.03	4.44
1.2	1.2	217.47	4.75
1.3	1.3	287.91	5.03
1.4	1.4	358.35	5.3
1.5	1.5	428.79	5.56
1.6	1.6	499.23	5.8
1.7	1.7	569.68	6.03
1.8	1.8	640.12	6.26
1.9	1.9	710.56	6.48
2.0	2.0	781.0	6.69
2.1	2.1	926.06	6.89
2.2	2.2	1071.11	7.09
2.3	2.3	1216.17	7.28
2.4	2.4	1361.22	7.47
2.5	2.5	1506.28	7.65
2.6	2.6	1651.34	7.83
2.7	2.7	1796.39	8.0
2.756407143	2.756407143	2231.56	8.1
