	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	7.65	0.0
0.2	0.2	15.31	0.02
0.3	0.3	22.96	0.06
0.4	0.4	30.61	0.15
0.5	0.5	38.27	0.19
0.6	0.6	45.92	0.22
0.7	0.7	53.58	0.25
0.8	0.8	61.23	0.27
0.9	0.9	68.88	0.29
1.0	1.0	76.54	0.31
1.1	1.1	124.38	0.33
1.2	1.2	172.23	0.35
1.3	1.3	220.08	0.36
1.4	1.4	267.92	0.38
1.5	1.5	315.77	0.4
1.6	1.6	363.61	0.41
1.7	1.7	411.46	0.43
1.8	1.8	459.31	0.44
1.9	1.9	507.15	0.45
2.0	2.0	555.0	0.47
2.1	2.1	670.4	0.48
2.2	2.2	785.8	0.49
2.3	2.3	901.2	0.5
2.4	2.4	1016.6	0.51
2.5	2.5	1132.0	0.53
2.6	2.6	1247.4	0.54
2.7	2.7	1362.8	0.55
2.8	2.8	1478.2	0.56
2.9	2.9	1593.6	0.57
3.0	3.0	1709.0	0.58
3.1	3.1	1903.0	0.59
3.2	3.2	2097.0	0.6
3.3	3.3	2291.0	0.61
3.4	3.4	2485.0	0.62
3.5	3.5	2679.0	0.63
3.6	3.6	2873.0	0.64
3.7	3.7	3067.0	0.65
3.8	3.8	3261.0	0.66
3.9	3.9	3455.0	0.67
4.0	4.0	3649.0	0.68
4.1	4.1	3789.43	0.69
4.2	4.2	3929.85	0.69
4.3	4.3	4070.28	0.7
4.4	4.4	4210.7	0.71
4.5	4.5	4351.13	0.72
4.539340237	4.539340237	5053.26	0.72
