	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	6.18	0.0
0.2	0.2	12.35	0.07
0.3	0.3	18.53	0.2
0.4	0.4	24.7	0.38
0.5	0.5	30.88	0.58
0.6	0.6	37.05	0.82
0.7	0.7	43.23	1.09
0.8	0.8	49.4	1.37
0.9	0.9	55.58	1.67
1.0	1.0	61.76	2.0
1.1	1.1	113.48	2.34
1.2	1.2	165.2	3.65
1.3	1.3	216.93	3.89
1.4	1.4	268.65	4.12
1.5	1.5	320.38	4.34
1.6	1.6	372.1	4.54
1.7	1.7	423.83	4.74
1.8	1.8	475.55	4.93
1.9	1.9	527.28	5.11
2.0	2.0	579.0	5.28
2.1	2.1	815.5	5.45
2.2	2.2	1052.0	5.62
2.3	2.3	1288.5	5.78
2.4	2.4	1525.0	5.93
2.5	2.5	1761.5	6.08
2.6	2.6	1998.0	6.23
2.7	2.7	2234.5	6.37
2.8	2.8	2471.0	6.51
2.9	2.9	2707.5	6.65
3.0	3.0	2944.0	6.79
3.1	3.1	3447.9	6.92
3.2	3.2	3951.8	7.05
3.3	3.3	4455.7	7.18
3.4	3.4	4959.6	7.3
3.5	3.5	5463.5	7.42
3.6	3.6	5967.4	7.55
3.7	3.7	6471.3	7.66
3.8	3.8	6975.2	7.78
3.9	3.9	7479.1	7.9
4.0	4.0	7983.0	8.01
4.1	4.1	8765.5	8.12
4.2	4.2	9548.0	8.23
4.3	4.3	10330.5	8.34
4.4	4.4	11113.0	8.45
4.5	4.5	11895.5	8.56
4.6	4.6	12678.0	8.66
4.7	4.7	13460.5	8.77
4.8	4.8	14243.0	8.87
4.9	4.9	15025.5	8.97
5.0	5.0	15808.0	9.07
5.09544897	5.09544897	16673.6	9.17
