	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	2.24	0.0
0.2	0.2	4.47	0.02
0.3	0.3	6.71	0.06
0.4	0.4	8.95	0.15
0.5	0.5	11.19	0.19
0.6	0.6	13.42	0.22
0.7	0.7	15.66	0.25
0.8	0.8	17.9	0.27
0.9	0.9	20.14	0.29
1.0	1.0	22.37	0.31
1.1	1.1	41.24	0.33
1.2	1.2	60.1	0.35
1.3	1.3	78.96	0.36
1.4	1.4	97.82	0.38
1.5	1.5	116.69	0.4
1.6	1.6	135.55	0.41
1.7	1.7	154.41	0.43
1.8	1.8	173.27	0.44
1.9	1.9	192.14	0.45
2.0	2.0	211.0	0.47
2.1	2.1	255.1	0.48
2.2	2.2	299.2	0.49
2.3	2.3	343.3	0.5
2.4	2.4	387.4	0.51
2.5	2.5	431.5	0.53
2.6	2.6	475.6	0.54
2.7	2.7	519.7	0.55
2.8	2.8	563.8	0.56
2.9	2.9	607.9	0.57
3.0	3.0	652.0	0.58
3.1	3.1	742.7	0.59
3.2	3.2	833.4	0.6
3.3	3.3	924.1	0.61
3.4	3.4	1014.8	0.62
3.5	3.5	1105.5	0.63
3.6	3.6	1196.2	0.64
3.7	3.7	1286.9	0.65
3.8	3.8	1377.6	0.66
3.9	3.9	1468.3	0.67
4.0	4.0	1559.0	0.68
4.1	4.1	1729.2	0.69
4.2	4.2	1899.4	0.69
4.3	4.3	2069.6	0.7
4.4	4.4	2239.8	0.71
4.5	4.5	2410.0	0.72
4.6	4.6	2580.2	0.73
4.7	4.7	2750.4	0.74
4.8	4.8	2920.6	0.74
4.9	4.9	3090.8	0.75
5.0	5.0	3261.0	0.76
5.062764065	5.062764065	3394.29	0.77
