	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	31.08	0.0
0.2	0.2	62.17	0.06
0.3	0.3	93.25	0.17
0.4	0.4	124.34	0.32
0.5	0.5	155.42	0.5
0.6	0.6	186.5	0.7
0.7	0.7	217.59	0.93
0.8	0.8	248.67	1.17
0.9	0.9	279.75	1.43
1.0	1.0	310.84	2.39
1.1	1.1	846.95	2.59
1.2	1.2	1383.07	2.78
1.3	1.3	1919.19	2.95
1.4	1.4	2455.3	3.11
1.5	1.5	2991.42	3.27
1.6	1.6	3527.54	3.41
1.7	1.7	4063.65	3.55
1.8	1.8	4599.77	3.69
1.9	1.9	5135.88	3.82
2.0	2.0	5672.0	3.95
2.1	2.1	7177.1	4.07
2.2	2.2	8682.2	4.19
2.3	2.3	10187.3	4.3
2.4	2.4	11692.4	4.42
2.5	2.5	13197.5	4.52
2.6	2.6	14702.6	4.63
2.7	2.7	16207.7	4.74
2.8	2.8	17712.8	4.84
2.9	2.9	19217.9	4.94
3.0	3.0	20723.0	5.04
3.1	3.1	23678.5	5.13
3.2	3.2	26634.0	5.23
3.3	3.3	29589.5	5.32
3.4	3.4	32545.0	5.41
3.5	3.5	35500.5	5.5
3.6	3.6	38456.0	5.59
3.7	3.7	41411.5	5.67
3.8	3.8	44367.0	5.76
3.9	3.9	47322.5	5.84
4.0	4.0	50278.0	5.93
4.1	4.1	53426.09	6.01
4.2	4.2	56574.18	6.09
4.3	4.3	59722.27	6.17
4.4	4.4	62870.36	6.25
4.5	4.5	66018.45	6.33
4.6	4.6	69166.54	6.4
4.62246226	4.62246226	81758.9	6.42
