	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	8.53	0.0
0.2	0.2	17.06	0.02
0.3	0.3	25.59	0.06
0.4	0.4	34.12	0.15
0.5	0.5	42.65	0.19
0.6	0.6	51.17	0.22
0.7	0.7	59.7	0.25
0.8	0.8	68.23	0.27
0.9	0.9	76.76	0.29
1.0	1.0	85.29	0.31
1.1	1.1	158.96	0.33
1.2	1.2	232.63	0.35
1.3	1.3	306.3	0.36
1.4	1.4	379.97	0.38
1.5	1.5	453.65	0.4
1.6	1.6	527.32	0.41
1.7	1.7	600.99	0.43
1.8	1.8	674.66	0.44
1.9	1.9	748.33	0.45
2.0	2.0	822.0	0.47
2.1	2.1	917.21	0.48
2.2	2.2	1012.42	0.49
2.3	2.3	1107.62	0.5
2.4	2.4	1202.83	0.51
2.4145447	2.4145447	1774.08	0.52
