damID	depth	storage	outflow_rect
200397	0.8	3.83	0.27
200397	0.9	4.3	0.29
200397	1.0	4.78	0.31
200397	1.1	8.9	0.33
200397	1.2	13.03	0.35
200397	1.3	17.15	0.36
200397	1.4	21.27	0.38
200397	1.5	25.39	0.4
200397	1.6	29.51	0.41
200397	1.7	33.63	0.43
200397	1.8	37.76	0.44
200397	1.9	41.88	0.45
200397	2.0	46.0	0.47
200397	2.1	65.4	0.48
200397	2.2	84.8	0.49
200397	2.3	104.2	0.5
200397	2.4	123.6	0.51
200397	2.5	143.0	0.53
200397	2.6	162.4	0.54
200397	2.7	181.8	0.55
200397	2.8	201.2	0.56
200397	2.9	220.6	0.57
200397	3.0	240.0	0.58
200397	3.1	295.8	0.59
200397	3.2	351.6	0.6
200397	3.3	407.4	0.61
200397	3.4	463.2	0.62
200397	3.5	519.0	0.63
200397	3.6	574.8	0.64
200397	3.7	630.6	0.65
200397	3.8	686.4	0.66
200397	3.9	742.2	0.67
200397	4.0	798.0	0.68
200397	4.1	836.7	0.69
200397	4.2	875.39	0.69
200397	4.3	914.09	0.7
200397	4.4	952.79	0.71
200397	4.429197052	1184.97	0.71
200398	0.0	0.0	0.0
200398	0.1	28.91	0.0
200398	0.2	57.82	0.02
200398	0.3	86.72	0.06
200398	0.4	115.63	0.15
200398	0.5	144.54	0.19
200398	0.6	173.45	0.22
200398	0.7	202.36	0.25
200398	0.8	231.26	0.27
200398	0.9	260.17	0.29
200398	1.0	289.08	0.31
200398	1.1	372.27	0.33
200398	1.2	455.46	0.35
200398	1.3	538.66	0.36
200398	1.4	621.85	0.38
200398	1.5	705.04	0.4
200398	1.6	788.23	0.41
200398	1.7	871.42	0.43
200398	1.8	954.62	0.44
200398	1.9	1037.81	0.45
200398	2.0	1121.0	0.47
200398	2.1	1264.0	0.48
200398	2.2	1407.0	0.49
200398	2.3	1550.0	0.5
200398	2.4	1693.0	0.51
200398	2.5	1836.0	0.53
200398	2.6	1979.0	0.54
200398	2.7	2122.0	0.55
200398	2.8	2265.0	0.56
200398	2.9	2408.0	0.57
200398	3.0	2551.0	0.58
200398	3.028925959	2600.35	0.58
200399	0.0	0.0	0.0
200399	0.1	8.68	0.0
200399	0.2	17.35	0.02
200399	0.3	26.03	0.06
200399	0.4	34.7	0.15
200399	0.5	43.38	0.19
200399	0.6	52.05	0.22
200399	0.7	60.73	0.25
200399	0.8	69.41	0.27
200399	0.9	78.08	0.29
200399	1.0	86.76	0.31
200399	1.1	121.78	0.33
200399	1.2	156.81	0.35
200399	1.3	191.83	0.36
200399	1.4	226.85	0.38
200399	1.5	261.88	0.4
200399	1.6	296.9	0.41
200399	1.7	331.93	0.43
200399	1.8	366.95	0.44
200399	1.9	401.98	0.45
200399	2.0	437.0	0.47
200399	2.1	526.5	0.48
200399	2.2	616.0	0.49
200399	2.3	705.5	0.5
200399	2.4	795.0	0.51
200399	2.5	884.5	0.53
200399	2.6	974.0	0.54
200399	2.7	1063.5	0.55
200399	2.8	1153.0	0.56
200399	2.9	1242.5	0.57
200399	3.0	1332.0	0.58
200399	3.1	1519.2	0.59
200399	3.2	1706.4	0.6
200399	3.3	1893.6	0.61
200399	3.4	2080.8	0.62
200399	3.5	2268.0	0.63
200399	3.6	2455.2	0.64
200399	3.7	2642.4	0.65
200399	3.8	2829.6	0.66
200399	3.9	3016.8	0.67
200399	4.0	3204.0	0.68
200399	4.1	3230.56	0.69
200399	4.109686607	3469.64	0.69
200400	0.0	0.0	0.0
200400	0.1	0.49	0.0
200400	0.2	0.97	0.02
200400	0.3	1.46	0.06
200400	0.4	1.95	0.15
200400	0.5	2.44	0.19
200400	0.6	2.92	0.22
200400	0.7	3.41	0.25
200400	0.8	3.9	0.27
200400	0.9	4.38	0.29
200400	1.0	4.87	0.31
200400	1.1	9.88	0.33
200400	1.2	14.9	0.35
200400	1.3	19.91	0.36
200400	1.4	24.92	0.38
200400	1.5	29.94	0.4
200400	1.6	34.95	0.41
200400	1.7	39.96	0.43
200400	1.8	44.97	0.44
200400	1.9	49.99	0.45
200400	2.0	55.0	0.47
200400	2.1	69.7	0.48
200400	2.2	84.4	0.49
200400	2.3	99.1	0.5
200400	2.4	113.8	0.51
200400	2.5	128.5	0.53
200400	2.6	143.2	0.54
200400	2.7	157.9	0.55
200400	2.8	172.6	0.56
200400	2.9	187.3	0.57
200400	3.0	202.0	0.58
200400	3.1	229.0	0.59
200400	3.2	256.0	0.6
200400	3.3	283.0	0.61
200400	3.4	310.0	0.62
200400	3.5	337.0	0.63
200400	3.6	364.0	0.64
200400	3.7	391.0	0.65
200400	3.8	418.0	0.66
200400	3.9	445.0	0.67
200400	4.0	472.0	0.68
200400	4.1	514.7	0.69
200400	4.2	557.4	0.69
200400	4.3	600.1	0.7
200400	4.4	642.8	0.71
200400	4.5	685.5	0.72
200400	4.6	728.2	0.73
200400	4.7	770.9	0.74
200400	4.8	813.6	0.74
200400	4.9	856.3	0.75
200400	5.0	899.0	0.76
200400	5.098262211	949.44	0.77
200401	0.0	0.0	0.0
200401	0.1	0.86	0.0
200401	0.2	1.71	0.02
200401	0.3	2.57	0.06
200401	0.4	3.43	0.15
200401	0.5	4.28	0.19
200401	0.6	5.14	0.22
200401	0.7	6.0	0.25
200401	0.8	6.85	0.27
200401	0.9	7.71	0.29
200401	1.0	8.57	0.31
200401	1.1	12.81	0.33
200401	1.2	17.05	0.35
200401	1.3	21.3	0.36
200401	1.4	25.54	0.38
200401	1.5	29.78	0.4
200401	1.6	34.03	0.41
200401	1.7	38.27	0.43
200401	1.8	42.51	0.44
200401	1.9	46.76	0.45
200401	2.0	51.0	0.47
200401	2.1	60.5	0.48
200401	2.2	70.0	0.49
200401	2.3	79.5	0.5
200401	2.4	89.0	0.51
200401	2.5	98.5	0.53
200401	2.6	108.0	0.54
200401	2.7	117.5	0.55
200401	2.8	127.0	0.56
200401	2.9	136.5	0.57
200401	3.0	146.0	0.58
200401	3.1	160.1	0.59
200401	3.2	174.2	0.6
200401	3.3	188.3	0.61
200401	3.4	202.4	0.62
200401	3.5	216.5	0.63
200401	3.6	230.6	0.64
200401	3.7	244.7	0.65
200401	3.8	258.8	0.66
200401	3.9	272.9	0.67
200401	4.0	287.0	0.68
200401	4.1	304.38	0.69
200401	4.2	321.76	0.69
200401	4.3	339.14	0.7
200401	4.4	356.52	0.71
200401	4.5	373.9	0.72
200401	4.6	391.28	0.73
200401	4.7	408.66	0.74
200401	4.8	426.03	0.74
200401	4.9	443.41	0.75
200401	4.93688727	460.79	0.76
200402	0.0	0.0	0.0
200402	0.1	0.88	0.0
200402	0.2	1.75	0.02
200402	0.3	2.63	0.06
200402	0.4	3.51	0.15
200402	0.5	4.38	0.19
200402	0.6	5.26	0.22
200402	0.7	6.14	0.25
200402	0.8	7.01	0.27
200402	0.9	7.89	0.29
200402	1.0	8.77	0.31
200402	1.1	12.49	0.33
200402	1.2	16.21	0.35
200402	1.3	19.94	0.36
200402	1.4	23.66	0.38
200402	1.5	27.38	0.4
200402	1.6	31.11	0.41
200402	1.7	34.83	0.43
200402	1.8	38.55	0.44
200402	1.9	42.28	0.45
200402	2.0	46.0	0.47
200402	2.1	54.7	0.48
200402	2.2	63.4	0.49
200402	2.3	72.1	0.5
200402	2.4	80.8	0.51
200402	2.5	89.5	0.53
200402	2.6	98.2	0.54
200402	2.7	106.9	0.55
200402	2.8	115.6	0.56
200402	2.9	124.3	0.57
200402	3.0	133.0	0.58
200402	3.1	150.3	0.59
200402	3.2	167.6	0.6
200402	3.3	184.9	0.61
200402	3.4	202.2	0.62
200402	3.5	219.5	0.63
200402	3.6	236.8	0.64
200402	3.7	254.1	0.65
200402	3.8	271.4	0.66
200402	3.9	288.7	0.67
200402	4.0	306.0	0.68
200402	4.1	332.51	0.69
200402	4.2	359.01	0.69
200402	4.3	385.52	0.7
200402	4.4	412.02	0.71
200402	4.5	438.53	0.72
200402	4.6	465.04	0.73
200402	4.7	491.54	0.74
200402	4.8	518.05	0.74
200402	4.9	544.55	0.75
200402	4.932692777	571.06	0.76
200403	0.0	0.0	0.0
200403	0.1	0.28	0.0
200403	0.2	0.57	0.02
200403	0.3	0.85	0.06
200403	0.4	1.13	0.15
200403	0.5	1.42	0.19
200403	0.6	1.7	0.22
200403	0.7	1.98	0.25
200403	0.8	2.27	0.27
200403	0.9	2.55	0.29
200403	1.0	2.83	0.31
200403	1.1	7.15	0.33
200403	1.2	11.47	0.35
200403	1.3	15.78	0.36
200403	1.4	20.1	0.38
200403	1.5	24.42	0.4
200403	1.6	28.73	0.41
200403	1.7	33.05	0.43
200403	1.8	37.37	0.44
200403	1.9	41.68	0.45
200403	2.0	46.0	0.47
200403	2.1	61.8	0.48
200403	2.2	77.6	0.49
200403	2.3	93.4	0.5
200403	2.4	109.2	0.51
200403	2.5	125.0	0.53
200403	2.6	140.8	0.54
200403	2.7	156.6	0.55
200403	2.8	172.4	0.56
200403	2.9	188.2	0.57
200403	3.0	204.0	0.58
200403	3.1	236.5	0.59
200403	3.2	269.0	0.6
200403	3.3	301.5	0.61
200403	3.4	334.0	0.62
200403	3.5	366.5	0.63
200403	3.6	399.0	0.64
200403	3.7	431.5	0.65
200403	3.8	464.0	0.66
200403	3.9	496.5	0.67
200403	4.0	529.0	0.68
200403	4.1	590.1	0.69
200403	4.2	651.2	0.69
200403	4.3	712.3	0.7
200403	4.4	773.4	0.71
200403	4.5	834.5	0.72
200403	4.6	895.6	0.73
200403	4.7	956.7	0.74
200403	4.8	1017.8	0.74
200403	4.9	1078.9	0.75
200403	5.0	1140.0	0.76
200403	5.074516932	1199.85	0.77
200410	0.0	0.0	0.0
200410	0.1	0.2	0.0
200410	0.2	0.4	0.02
200410	0.3	0.61	0.06
200410	0.4	0.81	0.15
200410	0.5	1.01	0.19
200410	0.6	1.21	0.22
200410	0.7	1.41	0.25
200410	0.8	1.61	0.27
200410	0.9	1.82	0.29
200410	1.0	2.02	0.31
200410	1.1	3.62	0.33
200410	1.2	5.21	0.35
200410	1.3	6.81	0.36
200410	1.4	8.41	0.38
200410	1.5	10.01	0.4
200410	1.6	11.61	0.41
200410	1.7	13.21	0.43
200410	1.8	14.8	0.44
200410	1.9	16.4	0.45
200410	2.0	18.0	0.47
200410	2.1	22.3	0.48
200410	2.2	26.6	0.49
200410	2.3	30.9	0.5
200410	2.4	35.2	0.51
200410	2.5	39.5	0.53
200410	2.6	43.8	0.54
200410	2.7	48.1	0.55
200410	2.8	52.4	0.56
200410	2.9	56.7	0.57
200410	3.0	61.0	0.58
200410	3.1	69.6	0.59
200410	3.2	78.2	0.6
200410	3.3	86.8	0.61
200410	3.4	95.4	0.62
200410	3.5	104.0	0.63
200410	3.6	112.6	0.64
200410	3.7	121.2	0.65
200410	3.8	129.8	0.66
200410	3.9	138.4	0.67
200410	4.0	147.0	0.68
200410	4.1	161.8	0.69
200410	4.2	176.6	0.69
200410	4.3	191.4	0.7
200410	4.4	206.2	0.71
200410	4.5	221.0	0.72
200410	4.6	235.8	0.73
200410	4.7	250.6	0.74
200410	4.8	265.4	0.74
200410	4.9	280.2	0.75
200410	5.0	295.0	0.76
200410	5.1	297.64	0.77
200410	5.150551536	321.38	0.77
200411	0.0	0.0	0.0
200411	0.1	11.45	0.0
200411	0.2	22.9	0.02
200411	0.3	34.35	0.06
200411	0.4	45.79	0.15
200411	0.5	57.24	0.19
200411	0.6	68.69	0.22
200411	0.7	80.14	0.25
200411	0.8	91.59	0.27
200411	0.9	103.04	0.29
200411	1.0	114.49	0.31
200411	1.1	132.99	0.33
200411	1.2	151.49	0.35
200411	1.3	169.99	0.36
200411	1.4	188.5	0.38
200411	1.5	207.0	0.4
200411	1.58662096	299.51	0.41
200413	0.0	0.0	0.0
200413	0.1	1.07	0.0
200413	0.2	2.13	0.02
200413	0.3	3.2	0.06
200413	0.4	4.26	0.15
200413	0.5	5.33	0.19
200413	0.6	6.4	0.22
200413	0.7	7.46	0.25
200413	0.8	8.53	0.27
200413	0.9	9.59	0.29
200413	1.0	10.66	0.31
200413	1.1	16.69	0.33
200413	1.2	22.73	0.35
200413	1.3	28.76	0.36
200413	1.4	34.8	0.38
200413	1.5	40.83	0.4
200413	1.6	46.86	0.41
200413	1.7	52.9	0.43
200413	1.8	58.93	0.44
200413	1.9	64.97	0.45
200413	2.0	71.0	0.47
200413	2.1	85.7	0.48
200413	2.2	100.4	0.49
200413	2.3	115.1	0.5
200413	2.4	129.8	0.51
200413	2.5	144.5	0.53
200413	2.6	159.2	0.54
200413	2.7	173.9	0.55
200413	2.8	188.6	0.56
200413	2.9	203.3	0.57
200413	3.0	218.0	0.58
200413	3.1	243.2	0.59
200413	3.2	268.4	0.6
200413	3.3	293.6	0.61
200413	3.4	318.8	0.62
200413	3.5	344.0	0.63
200413	3.6	369.2	0.64
200413	3.7	394.4	0.65
200413	3.8	419.6	0.66
200413	3.9	444.8	0.67
200413	4.0	470.0	0.68
200413	4.1	509.4	0.69
200413	4.2	548.8	0.69
200413	4.3	588.2	0.7
200413	4.4	627.6	0.71
200413	4.5	667.0	0.72
200413	4.6	706.4	0.73
200413	4.7	745.8	0.74
200413	4.8	785.2	0.74
200413	4.9	824.6	0.75
200413	5.0	864.0	0.76
200413	5.1	868.41	0.77
200413	5.100077311	908.12	0.77
200414	0.0	0.0	0.0
200414	0.1	1.45	0.0
200414	0.2	2.89	0.02
200414	0.3	4.34	0.06
200414	0.4	5.78	0.15
200414	0.5	7.23	0.19
200414	0.6	8.67	0.22
200414	0.7	10.12	0.25
200414	0.8	11.56	0.27
200414	0.9	13.01	0.29
200414	1.0	14.45	0.31
200414	1.1	24.91	0.33
200414	1.2	35.36	0.35
200414	1.3	45.82	0.36
200414	1.4	56.27	0.38
200414	1.5	66.73	0.4
200414	1.6	77.18	0.41
200414	1.7	87.64	0.43
200414	1.8	98.09	0.44
200414	1.9	108.55	0.45
200414	2.0	119.0	0.47
200414	2.1	142.9	0.48
200414	2.2	166.8	0.49
200414	2.3	190.7	0.5
200414	2.4	214.6	0.51
200414	2.5	238.5	0.53
200414	2.6	262.4	0.54
200414	2.7	286.3	0.55
200414	2.8	310.2	0.56
200414	2.9	334.1	0.57
200414	3.0	358.0	0.58
200414	3.1	397.0	0.59
200414	3.2	436.0	0.6
200414	3.3	475.0	0.61
200414	3.4	514.0	0.62
200414	3.5	553.0	0.63
200414	3.6	592.0	0.64
200414	3.7	631.0	0.65
200414	3.8	670.0	0.66
200414	3.9	709.0	0.67
200414	4.0	748.0	0.68
200414	4.1	803.1	0.69
200414	4.2	858.2	0.69
200414	4.3	913.3	0.7
200414	4.4	968.4	0.71
200414	4.5	1023.5	0.72
200414	4.6	1078.6	0.73
200414	4.7	1133.7	0.74
200414	4.8	1188.8	0.74
200414	4.9	1243.9	0.75
200414	5.0	1299.0	0.76
200414	5.1	1305.56	0.77
200414	5.101731978	1364.56	0.77
200415	0.0	0.0	0.0
200415	0.1	1.01	0.0
200415	0.2	2.02	0.02
200415	0.3	3.03	0.06
200415	0.4	4.04	0.15
200415	0.5	5.05	0.19
200415	0.6	6.06	0.22
200415	0.7	7.07	0.25
200415	0.8	8.09	0.27
200415	0.9	9.1	0.29
200415	1.0	10.11	0.31
200415	1.1	16.7	0.33
200415	1.2	23.29	0.35
200415	1.3	29.87	0.36
200415	1.4	36.46	0.38
200415	1.5	43.05	0.4
200415	1.6	49.64	0.41
200415	1.7	56.23	0.43
200415	1.8	62.82	0.44
200415	1.9	69.41	0.45
200415	2.0	76.0	0.47
200415	2.1	92.7	0.48
200415	2.2	109.4	0.49
200415	2.3	126.1	0.5
200415	2.4	142.8	0.51
200415	2.5	159.5	0.53
200415	2.6	176.2	0.54
200415	2.7	192.9	0.55
200415	2.8	209.6	0.56
200415	2.9	226.3	0.57
200415	3.0	243.0	0.58
200415	3.1	276.1	0.59
200415	3.2	309.2	0.6
200415	3.3	342.3	0.61
200415	3.4	375.4	0.62
200415	3.5	408.5	0.63
200415	3.6	441.6	0.64
200415	3.7	474.7	0.65
200415	3.8	507.8	0.66
200415	3.9	540.9	0.67
200415	4.0	574.0	0.68
200415	4.1	639.8	0.69
200415	4.2	705.6	0.69
200415	4.3	771.4	0.7
200415	4.4	837.2	0.71
200415	4.5	903.0	0.72
200415	4.6	968.8	0.73
200415	4.7	1034.6	0.74
200415	4.8	1100.4	0.74
200415	4.9	1166.2	0.75
200415	5.0	1232.0	0.76
200415	5.1	1241.17	0.77
200415	5.111502401	1323.75	0.77
200416	0.0	0.0	0.0
200416	0.1	0.71	0.0
200416	0.2	1.41	0.02
200416	0.3	2.12	0.06
200416	0.4	2.82	0.15
200416	0.5	3.53	0.19
200416	0.6	4.24	0.22
200416	0.7	4.94	0.25
200416	0.8	5.65	0.27
200416	0.9	6.36	0.29
200416	1.0	7.06	0.31
200416	1.1	7.62	0.33
200416	1.189935303	12.69	0.35
200419	0.0	0.0	0.0
200419	0.1	0.9	0.0
200419	0.2	1.79	0.02
200419	0.3	2.69	0.06
200419	0.4	3.59	0.15
200419	0.5	4.49	0.19
200419	0.6	5.38	0.22
200419	0.7	6.28	0.25
200419	0.8	7.18	0.27
200419	0.9	8.07	0.29
200419	1.0	8.97	0.31
200419	1.1	13.97	0.33
200419	1.2	18.98	0.35
200419	1.3	23.98	0.36
200419	1.4	28.98	0.38
200419	1.5	33.99	0.4
200419	1.6	38.99	0.41
200419	1.7	43.99	0.43
200419	1.8	48.99	0.44
200419	1.9	54.0	0.45
200419	2.0	59.0	0.47
200419	2.1	70.0	0.48
200419	2.2	81.0	0.49
200419	2.3	92.0	0.5
200419	2.4	103.0	0.51
200419	2.5	114.0	0.53
200419	2.6	125.0	0.54
200419	2.7	136.0	0.55
200419	2.8	147.0	0.56
200419	2.9	158.0	0.57
200419	3.0	169.0	0.58
200419	3.1	191.4	0.59
200419	3.2	213.8	0.6
200419	3.3	236.2	0.61
200419	3.4	258.6	0.62
200419	3.5	281.0	0.63
200419	3.6	303.4	0.64
200419	3.7	325.8	0.65
200419	3.8	348.2	0.66
200419	3.9	370.6	0.67
200419	4.0	393.0	0.68
200419	4.1	437.6	0.69
200419	4.2	482.2	0.69
200419	4.3	526.8	0.7
200419	4.4	571.4	0.71
200419	4.5	616.0	0.72
200419	4.6	660.6	0.73
200419	4.7	705.2	0.74
200419	4.8	749.8	0.74
200419	4.9	794.4	0.75
200419	5.0	839.0	0.76
200419	5.085734101	887.54	0.77
200420	0.0	0.0	0.0
200420	0.1	1.33	0.0
200420	0.2	2.66	0.02
200420	0.3	3.99	0.06
200420	0.4	5.32	0.15
200420	0.5	6.65	0.19
200420	0.6	7.98	0.22
200420	0.7	9.31	0.25
200420	0.8	10.64	0.27
200420	0.9	11.97	0.29
200420	1.0	13.29	0.31
200420	1.1	21.87	0.33
200420	1.2	30.44	0.35
200420	1.3	39.01	0.36
200420	1.4	47.58	0.38
200420	1.5	56.15	0.4
200420	1.6	64.72	0.41
200420	1.7	73.29	0.43
200420	1.8	81.86	0.44
200420	1.9	90.43	0.45
200420	2.0	99.0	0.47
200420	2.1	118.3	0.48
200420	2.2	137.6	0.49
200420	2.3	156.9	0.5
200420	2.4	176.2	0.51
200420	2.5	195.5	0.53
200420	2.6	214.8	0.54
200420	2.7	234.1	0.55
200420	2.8	253.4	0.56
200420	2.9	272.7	0.57
200420	3.0	292.0	0.58
200420	3.1	328.1	0.59
200420	3.2	364.2	0.6
200420	3.3	400.3	0.61
200420	3.4	436.4	0.62
200420	3.5	472.5	0.63
200420	3.6	508.6	0.64
200420	3.7	544.7	0.65
200420	3.8	580.8	0.66
200420	3.9	616.9	0.67
200420	4.0	653.0	0.68
200420	4.1	710.4	0.69
200420	4.2	767.8	0.69
200420	4.3	825.2	0.7
200420	4.4	882.6	0.71
200420	4.5	940.0	0.72
200420	4.6	997.4	0.73
200420	4.7	1054.8	0.74
200420	4.8	1112.2	0.74
200420	4.9	1169.6	0.75
200420	5.0	1227.0	0.76
200420	5.087030188	1285.29	0.77
200421	0.0	0.0	0.0
200421	0.1	1.45	0.0
200421	0.2	2.9	0.02
200421	0.3	4.34	0.06
200421	0.4	5.79	0.15
200421	0.5	7.24	0.19
200421	0.6	8.69	0.22
200421	0.7	10.14	0.25
200421	0.8	11.58	0.27
200421	0.9	13.03	0.29
200421	1.0	14.48	0.31
200421	1.1	22.13	0.33
200421	1.2	29.78	0.35
200421	1.3	37.44	0.36
200421	1.4	45.09	0.38
200421	1.5	52.74	0.4
200421	1.6	60.39	0.41
200421	1.7	68.04	0.43
200421	1.8	75.7	0.44
200421	1.9	83.35	0.45
200421	2.0	91.0	0.47
200421	2.1	92.33	0.48
200421	2.113478175	104.31	0.48
200425	0.0	0.0	0.0
200425	0.1	2.37	0.0
200425	0.2	4.75	0.02
200425	0.3	7.12	0.06
200425	0.4	9.5	0.15
200425	0.5	11.87	0.19
200425	0.6	14.25	0.22
200425	0.7	16.62	0.25
200425	0.8	19.0	0.27
200425	0.9	21.37	0.29
200425	1.0	23.75	0.31
200425	1.1	42.17	0.33
200425	1.2	60.6	0.35
200425	1.3	79.02	0.36
200425	1.4	97.45	0.38
200425	1.5	115.87	0.4
200425	1.6	134.3	0.41
200425	1.7	152.72	0.43
200425	1.8	171.15	0.44
200425	1.9	189.57	0.45
200425	2.0	208.0	0.47
200425	2.1	256.7	0.48
200425	2.2	305.4	0.49
200425	2.3	354.1	0.5
200425	2.4	402.8	0.51
200425	2.5	451.5	0.53
200425	2.6	500.2	0.54
200425	2.7	548.9	0.55
200425	2.8	597.6	0.56
200425	2.9	646.3	0.57
200425	3.0	695.0	0.58
200425	3.1	783.0	0.59
200425	3.2	871.0	0.6
200425	3.3	959.0	0.61
200425	3.4	1047.0	0.62
200425	3.5	1135.0	0.63
200425	3.6	1223.0	0.64
200425	3.7	1311.0	0.65
200425	3.8	1399.0	0.66
200425	3.9	1487.0	0.67
200425	4.0	1575.0	0.68
200425	4.1	1653.49	0.69
200425	4.2	1731.97	0.69
200425	4.3	1810.46	0.7
200425	4.4	1888.95	0.71
200425	4.5	1967.44	0.72
200425	4.6	2045.92	0.73
200425	4.628208045	2359.87	0.73
200426	0.0	0.0	0.0
200426	0.1	12.42	0.0
200426	0.2	24.85	0.02
200426	0.3	37.27	0.06
200426	0.4	49.7	0.15
200426	0.5	62.12	0.19
200426	0.6	74.55	0.22
200426	0.7	86.97	0.25
200426	0.8	99.4	0.27
200426	0.9	111.82	0.29
200426	1.0	124.25	0.31
200426	1.1	219.32	0.33
200426	1.2	314.4	0.35
200426	1.3	409.47	0.36
200426	1.4	504.55	0.38
200426	1.5	599.62	0.4
200426	1.6	694.7	0.41
200426	1.7	789.77	0.43
200426	1.8	884.85	0.44
200426	1.9	979.92	0.45
200426	2.0	1075.0	0.47
200426	2.1	1348.5	0.48
200426	2.2	1622.0	0.49
200426	2.3	1895.5	0.5
200426	2.4	2169.0	0.51
200426	2.5	2442.5	0.53
200426	2.6	2716.0	0.54
200426	2.7	2989.5	0.55
200426	2.8	3263.0	0.56
200426	2.9	3536.5	0.57
200426	3.0	3810.0	0.58
200426	3.1	4087.72	0.59
200426	3.2	4365.43	0.6
200426	3.3	4643.15	0.61
200426	3.4	4920.86	0.62
200426	3.5	5198.58	0.63
200426	3.6	5476.3	0.64
200426	3.616825296	6587.16	0.64
200427	0.0	0.0	0.0
200427	0.1	21.8	0.0
200427	0.2	43.61	0.02
200427	0.3	65.41	0.06
200427	0.4	87.21	0.15
200427	0.5	109.01	0.19
200427	0.6	130.82	0.22
200427	0.7	152.62	0.25
200427	0.8	174.42	0.27
200427	0.9	196.23	0.29
200427	1.0	218.03	0.31
200427	1.1	326.93	0.33
200427	1.2	435.82	0.35
200427	1.3	544.72	0.36
200427	1.4	653.62	0.38
200427	1.5	762.51	0.4
200427	1.6	871.41	0.41
200427	1.7	980.31	0.43
200427	1.8	1089.21	0.44
200427	1.9	1198.1	0.45
200427	2.0	1307.0	0.47
200427	2.1	1601.4	0.48
200427	2.2	1895.8	0.49
200427	2.3	2190.2	0.5
200427	2.4	2484.6	0.51
200427	2.5	2779.0	0.53
200427	2.6	3073.4	0.54
200427	2.7	3367.8	0.55
200427	2.8	3662.2	0.56
200427	2.9	3956.6	0.57
200427	3.0	4251.0	0.58
200427	3.1	4556.28	0.59
200427	3.2	4861.57	0.6
200427	3.3	5166.85	0.61
200427	3.4	5472.14	0.62
200427	3.5	5777.42	0.63
200427	3.6	6082.7	0.64
200427	3.609071325	7303.84	0.64
200428	0.0	0.0	0.0
200428	0.1	35.01	0.0
200428	0.2	70.02	0.02
200428	0.3	105.03	0.06
200428	0.4	140.04	0.15
200428	0.5	175.05	0.19
200428	0.6	210.07	0.22
200428	0.7	245.08	0.25
200428	0.8	280.09	0.27
200428	0.9	315.1	0.29
200428	1.0	350.11	0.31
200428	1.1	558.97	0.33
200428	1.2	767.82	0.35
200428	1.3	976.68	0.36
200428	1.4	1185.53	0.38
200428	1.5	1394.39	0.4
200428	1.6	1603.25	0.41
200428	1.7	1812.1	0.43
200428	1.8	2020.96	0.44
200428	1.9	2229.81	0.45
200428	1.993322532	2438.67	0.46
200429	0.0	0.0	0.0
200429	0.1	60.79	0.0
200429	0.2	121.59	0.02
200429	0.3	182.38	0.06
200429	0.4	243.17	0.15
200429	0.5	303.96	0.19
200429	0.6	364.76	0.22
200429	0.7	425.55	0.25
200429	0.8	486.34	0.27
200429	0.9	547.14	0.29
200429	1.0	607.93	0.31
200429	1.1	922.74	0.33
200429	1.2	1237.54	0.35
200429	1.3	1552.35	0.36
200429	1.4	1867.16	0.38
200429	1.5	2181.96	0.4
200429	1.6	2496.77	0.41
200429	1.7	2811.58	0.43
200429	1.8	3126.39	0.44
200429	1.9	3441.19	0.45
200429	2.0	3756.0	0.47
200429	2.1	4458.6	0.48
200429	2.2	5161.2	0.49
200429	2.3	5863.8	0.5
200429	2.4	6566.4	0.51
200429	2.5	7269.0	0.53
200429	2.6	7971.6	0.54
200429	2.7	8674.2	0.55
200429	2.8	9376.8	0.56
200429	2.9	10079.4	0.57
200429	3.0	10782.0	0.58
200429	3.1	11097.44	0.59
200429	3.2	11412.87	0.6
200429	3.3	11728.31	0.61
200429	3.31490954	13936.37	0.61
200430	0.0	0.0	0.0
200430	0.1	85.87	0.0
200430	0.2	171.75	0.02
200430	0.3	257.62	0.06
200430	0.4	343.5	0.15
200430	0.5	429.37	0.19
200430	0.6	515.25	0.22
200430	0.7	601.12	0.25
200430	0.8	687.0	0.27
200430	0.9	772.87	0.29
200430	1.0	858.75	0.31
200430	1.1	1253.07	0.33
200430	1.2	1647.4	0.35
200430	1.3	2041.72	0.36
200430	1.4	2436.05	0.38
200430	1.5	2830.37	0.4
200430	1.6	3224.7	0.41
200430	1.7	3619.02	0.43
200430	1.8	4013.35	0.44
200430	1.9	4407.67	0.45
200430	2.0	4802.0	0.47
200430	2.1	5642.2	0.48
200430	2.2	6482.4	0.49
200430	2.3	7322.6	0.5
200430	2.4	8162.8	0.51
200430	2.5	9003.0	0.53
200430	2.6	9843.2	0.54
200430	2.7	10683.4	0.55
200430	2.8	11523.6	0.56
200430	2.9	12363.8	0.57
200430	3.0	13204.0	0.58
200430	3.078145471	14061.36	0.59
200431	0.0	0.0	0.0
200431	0.1	566.4	0.0
200431	0.2	1132.81	0.02
200431	0.3	1699.21	0.06
200431	0.4	2265.61	0.15
200431	0.5	2832.01	0.19
200431	0.6	3398.42	0.22
200431	0.7	3964.82	0.25
200431	0.8	4531.22	0.27
200431	0.9	5097.63	0.29
200431	1.0	5664.03	0.31
200431	1.1	6782.83	0.33
200431	1.2	7901.62	0.35
200431	1.3	9020.42	0.36
200431	1.4	10139.22	0.38
200431	1.5	11258.01	0.4
200431	1.6	12376.81	0.41
