	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	2.17	0.0
0.2	0.2	4.33	0.02
0.3	0.3	6.5	0.06
0.4	0.4	8.67	0.15
0.5	0.5	10.83	0.19
0.6	0.6	13.0	0.22
0.7	0.7	15.17	0.25
0.8	0.8	17.33	0.27
0.9	0.9	19.5	0.29
1.0	1.0	21.67	0.31
1.1	1.1	33.3	0.33
1.2	1.2	44.93	0.35
1.3	1.3	56.57	0.36
1.4	1.4	68.2	0.38
1.5	1.5	79.83	0.4
1.6	1.6	91.47	0.41
1.7	1.7	103.1	0.43
1.8	1.8	114.73	0.44
1.9	1.9	126.37	0.45
2.0	2.0	138.0	0.47
2.1	2.1	165.4	0.48
2.2	2.2	192.8	0.49
2.3	2.3	220.2	0.5
2.4	2.4	247.6	0.51
2.5	2.5	275.0	0.53
2.6	2.6	302.4	0.54
2.7	2.7	329.8	0.55
2.8	2.8	357.2	0.56
2.9	2.9	384.6	0.57
3.0	3.0	412.0	0.58
3.1	3.1	461.9	0.59
3.2	3.2	511.8	0.6
3.3	3.3	561.7	0.61
3.4	3.4	611.6	0.62
3.5	3.5	661.5	0.63
3.6	3.6	711.4	0.64
3.7	3.7	761.3	0.65
3.8	3.8	811.2	0.66
3.9	3.9	861.1	0.67
4.0	4.0	911.0	0.68
4.1	4.1	992.2	0.69
4.2	4.2	1073.4	0.69
4.3	4.3	1154.6	0.7
4.4	4.4	1235.8	0.71
4.5	4.5	1317.0	0.72
4.6	4.6	1398.2	0.73
4.7	4.7	1479.4	0.74
4.8	4.8	1560.6	0.74
4.9	4.9	1641.8	0.75
5.0	5.0	1723.0	0.76
5.086856079	5.086856079	1806.81	0.77
