	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	25.99	0.0
0.2	0.2	51.97	0.24
0.3	0.3	77.96	0.71
0.4	0.4	103.95	1.34
0.5	0.5	129.93	2.07
0.6	0.6	155.92	2.92
0.7	0.7	181.9	3.88
0.8	0.8	207.89	4.89
0.9	0.9	233.88	5.98
1.0	1.0	259.86	7.13
1.1	1.1	445.28	8.35
1.2	1.2	630.69	9.64
1.3	1.3	816.1	10.98
1.4	1.4	1001.52	12.38
1.5	1.5	1186.93	13.84
1.6	1.6	1372.35	15.35
1.7	1.7	1557.76	16.91
1.8	1.8	1743.17	18.52
1.9	1.9	1928.59	20.18
2.0	2.0	2114.0	21.88
2.1	2.1	2846.5	23.63
2.2	2.2	3579.0	25.43
2.3	2.3	4311.5	27.26
2.4	2.4	5044.0	29.14
2.5	2.5	5776.5	42.45
2.6	2.6	6509.0	43.79
2.7	2.7	7241.5	45.09
2.8	2.8	7974.0	46.34
2.9	2.9	8706.5	47.56
3.0	3.0	9439.0	48.75
3.1	3.1	10798.2	49.91
3.2	3.2	12157.4	51.05
3.3	3.3	13516.6	52.15
3.4	3.4	14875.8	53.24
3.5	3.5	16235.0	54.3
3.6	3.6	17594.2	55.34
3.7	3.7	18953.4	56.36
3.8	3.8	20312.6	57.36
3.9	3.9	21671.8	58.34
4.0	4.0	23031.0	59.31
4.1	4.1	25014.4	60.26
4.2	4.2	26997.8	61.19
4.3	4.3	28981.2	62.12
4.4	4.4	30964.6	63.02
4.5	4.5	32948.0	63.92
4.6	4.6	34931.4	64.8
4.7	4.7	36914.8	65.67
4.8	4.8	38898.2	66.53
4.9	4.9	40881.6	67.38
5.0	5.0	42865.0	68.21
5.092186078	5.092186078	44971.17	68.98
