	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	53.07	0.0
0.2	0.2	106.14	0.14
0.3	0.3	159.22	0.43
0.4	0.4	212.29	0.82
0.5	0.5	265.36	1.26
0.6	0.6	318.43	1.78
0.7	0.7	371.5	2.37
0.8	0.8	424.57	4.07
0.9	0.9	477.65	4.49
1.0	1.0	530.72	4.87
1.1	1.1	809.55	5.23
1.2	1.2	1088.37	5.56
1.3	1.3	1367.2	5.87
1.4	1.4	1646.03	6.16
1.5	1.5	1924.86	6.45
1.6	1.6	2203.69	6.72
1.7	1.7	2482.52	6.98
1.8	1.8	2761.34	7.23
1.9	1.9	3040.17	7.47
2.0	2.0	3319.0	7.7
2.1	2.1	3433.63	7.93
2.2	2.2	3548.25	8.15
2.267755834	2.267755834	4465.27	8.3
