	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	148.41	0.0
0.2	0.2	296.83	0.02
0.3	0.3	445.24	0.06
0.4	0.4	593.65	0.15
0.5	0.5	742.07	0.19
0.6	0.6	890.48	0.22
0.7	0.7	1038.9	0.25
0.8	0.8	1187.31	0.27
0.9	0.9	1335.72	0.29
1.0	1.0	1484.14	0.31
1.1	1.1	1746.62	0.33
1.2	1.2	2009.11	0.35
1.3	1.3	2271.6	0.36
1.4	1.4	2534.08	0.38
1.5	1.5	2796.57	0.4
1.6	1.6	3059.05	0.41
1.7	1.7	3321.54	0.43
1.8	1.8	3584.03	0.44
1.9	1.9	3846.51	0.45
2.0	2.0	4109.0	0.47
2.1	2.1	4535.6	0.48
2.2	2.2	4962.2	0.49
2.3	2.3	5388.8	0.5
2.4	2.4	5815.4	0.51
2.5	2.5	6242.0	0.53
2.6	2.6	6668.6	0.54
2.7	2.7	7095.2	0.55
2.8	2.8	7521.8	0.56
2.9	2.9	7948.4	0.57
3.0	3.0	8375.0	0.58
3.1	3.1	9272.9	0.59
3.2	3.2	10170.8	0.6
3.3	3.3	11068.7	0.61
3.4	3.4	11966.6	0.62
3.5	3.5	12864.5	0.63
3.6	3.6	13762.4	0.64
3.7	3.7	14660.3	0.65
3.8	3.8	15558.2	0.66
3.9	3.9	16456.1	0.67
4.0	4.0	17354.0	0.68
4.1	4.1	19006.0	0.69
4.2	4.2	20658.0	0.69
4.3	4.3	22310.0	0.7
4.4	4.4	23962.0	0.71
4.5	4.5	25614.0	0.72
4.6	4.6	27266.0	0.73
4.7	4.7	28918.0	0.74
4.8	4.8	30570.0	0.74
4.9	4.9	32222.0	0.75
5.0	5.0	33874.0	0.76
5.1	5.1	34084.52	0.77
5.100455452	5.100455452	35979.18	0.77
