	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	27.14	0.0
0.2	0.2	54.28	0.2
0.3	0.3	81.41	0.6
0.4	0.4	108.55	1.13
0.5	0.5	135.69	1.74
0.6	0.6	162.83	2.46
0.7	0.7	189.96	3.26
0.8	0.8	217.1	4.11
0.9	0.9	244.24	5.02
1.0	1.0	271.38	5.99
1.1	1.1	477.04	7.02
1.2	1.2	682.7	8.1
1.3	1.3	888.36	9.23
1.4	1.4	1094.03	10.4
1.5	1.5	1299.69	11.63
1.6	1.6	1505.35	12.89
1.7	1.7	1711.01	14.2
1.8	1.8	1916.68	15.56
1.9	1.9	2122.34	16.95
2.0	2.0	2328.0	18.38
2.1	2.1	2847.3	19.85
2.2	2.2	3366.6	21.36
2.3	2.3	3885.9	22.9
2.4	2.4	4405.2	24.48
2.5	2.5	4924.5	35.66
2.6	2.6	5443.8	36.78
2.7	2.7	5963.1	37.87
2.8	2.8	6482.4	38.93
2.9	2.9	7001.7	39.95
3.0	3.0	7521.0	40.95
3.1	3.1	8434.6	41.93
3.2	3.2	9348.2	42.88
3.3	3.3	10261.8	43.81
3.4	3.4	11175.4	44.72
3.5	3.5	12089.0	45.61
3.6	3.6	13002.6	46.48
3.7	3.7	13916.2	47.34
3.8	3.8	14829.8	48.18
3.9	3.9	15743.4	49.01
4.0	4.0	16657.0	49.82
4.1	4.1	18114.7	50.62
4.2	4.2	19572.4	51.4
4.3	4.3	21030.1	52.18
4.4	4.4	22487.8	52.94
4.5	4.5	23945.5	53.69
4.6	4.6	25403.2	54.43
4.7	4.7	26860.9	55.16
4.8	4.8	28318.6	55.89
4.9	4.9	29776.3	56.6
5.0	5.0	31234.0	57.3
5.1	5.1	31412.96	57.99
5.101438821	5.101438821	33023.6	58.0
