	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	4.5	0.0
0.2	0.2	9.0	0.02
0.3	0.3	13.5	0.06
0.4	0.4	18.0	0.15
0.5	0.5	22.5	0.19
0.6	0.6	27.0	0.22
0.7	0.7	31.5	0.25
0.8	0.8	36.0	0.27
0.9	0.9	40.51	0.29
1.0	1.0	45.01	0.31
1.1	1.1	74.01	0.33
1.2	1.2	103.0	0.35
1.3	1.3	132.0	0.36
1.4	1.4	161.0	0.38
1.5	1.5	190.0	0.4
1.6	1.6	219.0	0.41
1.7	1.7	248.0	0.43
1.8	1.8	277.0	0.44
1.9	1.9	306.0	0.45
2.0	2.0	335.0	0.47
2.1	2.1	464.5	0.48
2.2	2.2	594.0	0.49
2.3	2.3	723.5	0.5
2.4	2.4	853.0	0.51
2.5	2.5	982.5	0.53
2.6	2.6	1112.0	0.54
2.7	2.7	1241.5	0.55
2.8	2.8	1371.0	0.56
2.9	2.9	1500.5	0.57
3.0	3.0	1630.0	0.58
3.1	3.1	1959.5	0.59
3.2	3.2	2289.0	0.6
3.3	3.3	2618.5	0.61
3.4	3.4	2948.0	0.62
3.5	3.5	3277.5	0.63
3.6	3.6	3607.0	0.64
3.7	3.7	3936.5	0.65
3.8	3.8	4266.0	0.66
3.9	3.9	4595.5	0.67
4.0	4.0	4925.0	0.68
4.1	4.1	5540.6	0.69
4.2	4.2	6156.2	0.69
4.3	4.3	6771.8	0.7
4.4	4.4	7387.4	0.71
4.5	4.5	8003.0	0.72
4.6	4.6	8618.6	0.73
4.7	4.7	9234.2	0.74
4.8	4.8	9849.8	0.74
4.9	4.9	10465.4	0.75
5.0	5.0	11081.0	0.76
5.001104186	5.001104186	11089.5	0.76
