	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	1.46	0.0
0.2	0.2	2.91	0.02
0.3	0.3	4.37	0.06
0.4	0.4	5.82	0.15
0.5	0.5	7.28	0.19
0.6	0.6	8.73	0.22
0.7	0.7	10.19	0.25
0.8	0.8	11.64	0.27
0.9	0.9	13.1	0.29
1.0	1.0	14.55	0.31
1.1	1.1	21.9	0.33
1.2	1.2	29.24	0.35
1.3	1.3	36.59	0.36
1.4	1.4	43.93	0.38
1.5	1.5	51.28	0.4
1.6	1.6	58.62	0.41
1.7	1.7	65.97	0.43
1.8	1.8	73.31	0.44
1.9	1.9	80.66	0.45
2.0	2.0	88.0	0.47
2.1	2.1	104.4	0.48
2.2	2.2	120.8	0.49
2.3	2.3	137.2	0.5
2.4	2.4	153.6	0.51
2.5	2.5	170.0	0.53
2.6	2.6	186.4	0.54
2.7	2.7	202.8	0.55
2.8	2.8	219.2	0.56
2.9	2.9	235.6	0.57
3.0	3.0	252.0	0.58
3.1	3.1	283.0	0.59
3.2	3.2	314.0	0.6
3.3	3.3	345.0	0.61
3.4	3.4	376.0	0.62
3.5	3.5	407.0	0.63
3.6	3.6	438.0	0.64
3.7	3.7	469.0	0.65
3.8	3.8	500.0	0.66
3.9	3.9	531.0	0.67
4.0	4.0	562.0	0.68
4.1	4.1	610.4	0.69
4.2	4.2	658.8	0.69
4.3	4.3	707.2	0.7
4.4	4.4	755.6	0.71
4.5	4.5	804.0	0.72
4.6	4.6	852.4	0.73
4.7	4.7	900.8	0.74
4.8	4.8	949.2	0.74
4.9	4.9	997.6	0.75
5.0	5.0	1046.0	0.76
5.1	5.1	1053.93	0.77
5.139068365	5.139068365	1125.34	0.77
