	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	1.86	0.0
0.2	0.2	3.72	0.02
0.3	0.3	5.58	0.06
0.4	0.4	7.44	0.15
0.5	0.5	9.3	0.19
0.6	0.6	11.17	0.22
0.7	0.7	13.03	0.25
0.8	0.8	14.89	0.27
0.9	0.9	16.75	0.29
1.0	1.0	18.61	0.31
1.1	1.1	33.85	0.33
1.2	1.2	49.09	0.35
1.3	1.3	64.33	0.36
1.4	1.4	79.57	0.38
1.5	1.5	94.8	0.4
1.6	1.6	110.04	0.41
1.7	1.7	125.28	0.43
1.8	1.8	140.52	0.44
1.9	1.9	155.76	0.45
2.0	2.0	171.0	0.47
2.1	2.1	206.4	0.48
2.2	2.2	241.8	0.49
2.3	2.3	277.2	0.5
2.4	2.4	312.6	0.51
2.5	2.5	348.0	0.53
2.6	2.6	383.4	0.54
2.7	2.7	418.8	0.55
2.8	2.8	454.2	0.56
2.9	2.9	489.6	0.57
3.0	3.0	525.0	0.58
3.1	3.1	587.2	0.59
3.2	3.2	649.4	0.6
3.3	3.3	711.6	0.61
3.4	3.4	773.8	0.62
3.5	3.5	836.0	0.63
3.6	3.6	898.2	0.64
3.7	3.7	960.4	0.65
3.8	3.8	1022.6	0.66
3.9	3.9	1084.8	0.67
4.0	4.0	1147.0	0.68
4.1	4.1	1243.4	0.69
4.2	4.2	1339.8	0.69
4.3	4.3	1436.2	0.7
4.4	4.4	1532.6	0.71
4.5	4.5	1629.0	0.72
4.6	4.6	1725.4	0.73
4.7	4.7	1821.8	0.74
4.8	4.8	1918.2	0.74
4.9	4.9	2014.6	0.75
5.0	5.0	2111.0	0.76
5.079325416	5.079325416	2202.26	0.77
