	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	27.44	0.0
0.2	0.2	54.89	0.24
0.3	0.3	82.33	0.71
0.4	0.4	109.78	1.34
0.5	0.5	137.22	2.07
0.6	0.6	164.67	2.92
0.7	0.7	192.11	5.43
0.8	0.8	219.56	6.1
0.9	0.9	247.0	6.69
1.0	1.0	274.44	7.24
1.1	1.1	652.8	7.74
1.2	1.2	1031.16	8.22
1.3	1.3	1409.51	8.67
1.4	1.4	1787.87	9.09
1.5	1.5	2166.22	9.5
1.6	1.6	2544.58	9.89
1.7	1.7	2922.93	10.26
1.8	1.8	3301.29	10.62
1.9	1.9	3679.64	10.97
2.0	2.0	4058.0	11.31
2.1	2.1	4188.41	11.64
2.122950352	2.122950352	5362.11	11.71
