	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	17.7	0.0
0.2	0.2	35.41	0.11
0.3	0.3	53.11	0.34
0.4	0.4	70.82	0.65
0.5	0.5	88.52	0.99
0.6	0.6	106.22	1.4
0.7	0.7	123.93	1.86
0.8	0.8	141.63	2.35
0.9	0.9	159.34	2.87
1.0	1.0	177.04	3.42
1.1	1.1	247.24	4.01
1.2	1.2	317.43	4.63
1.3	1.3	387.63	5.27
1.4	1.4	457.82	5.94
1.5	1.5	528.02	6.64
1.6	1.6	598.22	7.37
1.7	1.7	668.41	8.12
1.8	1.8	738.61	8.89
1.9	1.9	808.8	13.54
2.0	2.0	879.0	14.12
2.1	2.1	1139.5	14.67
2.2	2.2	1400.0	15.2
2.3	2.3	1660.5	15.72
2.4	2.4	1921.0	16.21
2.5	2.5	2181.5	16.69
2.6	2.6	2442.0	17.16
2.7	2.7	2702.5	17.61
2.8	2.8	2963.0	18.05
2.9	2.9	3223.5	18.48
3.0	3.0	3484.0	18.9
3.1	3.1	3905.5	19.31
3.2	3.2	4327.0	19.72
3.3	3.3	4748.5	20.11
3.4	3.4	5170.0	20.5
3.5	3.5	5591.5	20.88
3.6	3.6	6013.0	21.25
3.7	3.7	6434.5	21.61
3.8	3.8	6856.0	21.97
3.9	3.9	7277.5	22.33
4.0	4.0	7699.0	22.68
4.1	4.1	8525.3	23.02
4.2	4.2	9351.6	23.36
4.3	4.3	10177.9	23.69
4.4	4.4	11004.2	24.02
4.5	4.5	11830.5	24.34
4.6	4.6	12656.8	24.66
4.7	4.7	13483.1	24.98
4.8	4.8	14309.4	25.29
4.9	4.9	15135.7	25.6
5.0	5.0	15962.0	25.9
5.094838224	5.094838224	16953.32	26.18
