	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	1.62	0.0
0.2	0.2	3.25	0.05
0.3	0.3	4.87	0.14
0.4	0.4	6.5	0.27
0.5	0.5	8.12	0.41
0.6	0.6	9.75	0.58
0.7	0.7	11.37	0.78
0.8	0.8	13.0	0.98
0.9	0.9	14.62	1.59
1.0	1.0	16.25	1.74
1.1	1.1	40.12	1.87
1.2	1.2	64.0	1.99
1.3	1.3	87.87	2.11
1.4	1.4	111.75	2.22
1.5	1.5	135.62	2.32
1.6	1.6	159.5	2.42
1.7	1.7	183.37	2.52
1.8	1.8	207.25	2.61
1.9	1.9	231.12	2.7
2.0	2.0	255.0	2.78
2.1	2.1	328.8	2.87
2.2	2.2	402.6	2.95
2.3	2.3	476.4	3.03
2.4	2.4	550.2	3.11
2.5	2.5	624.0	3.18
2.6	2.6	697.8	3.25
2.7	2.7	771.6	3.33
2.8	2.8	845.4	3.4
2.9	2.9	919.2	3.46
3.0	3.0	993.0	3.53
3.1	3.1	1134.4	3.6
3.2	3.2	1275.8	3.66
3.3	3.3	1417.2	3.73
3.4	3.4	1558.6	3.79
3.5	3.5	1700.0	3.85
3.6	3.6	1841.4	3.91
3.7	3.7	1982.8	3.97
3.8	3.8	2124.2	4.03
3.9	3.9	2265.6	4.09
4.0	4.0	2407.0	4.15
4.1	4.1	2631.2	4.2
4.2	4.2	2855.4	4.26
4.3	4.3	3079.6	4.31
4.4	4.4	3303.8	4.37
4.5	4.5	3528.0	4.42
4.6	4.6	3752.2	4.47
4.7	4.7	3976.4	4.53
4.8	4.8	4200.6	4.58
4.9	4.9	4424.8	4.63
5.0	5.0	4649.0	4.68
5.1	5.1	4685.46	4.73
5.133379896	5.133379896	5013.6	4.75
