	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	2.76	0.0
0.2	0.2	5.52	0.02
0.3	0.3	8.28	0.06
0.4	0.4	11.04	0.15
0.5	0.5	13.81	0.19
0.6	0.6	16.57	0.22
0.7	0.7	19.33	0.25
0.8	0.8	22.09	0.27
0.9	0.9	24.85	0.29
1.0	1.0	27.61	0.31
1.1	1.1	43.55	0.33
1.2	1.2	59.49	0.35
1.3	1.3	75.43	0.36
1.4	1.4	91.37	0.38
1.5	1.5	107.31	0.4
1.6	1.6	123.24	0.41
1.7	1.7	139.18	0.43
1.8	1.8	155.12	0.44
1.9	1.9	171.06	0.45
2.0	2.0	187.0	0.47
2.1	2.1	224.3	0.48
2.2	2.2	261.6	0.49
2.3	2.3	298.9	0.5
2.4	2.4	336.2	0.51
2.5	2.5	373.5	0.53
2.6	2.6	410.8	0.54
2.7	2.7	448.1	0.55
2.8	2.8	485.4	0.56
2.9	2.9	522.7	0.57
3.0	3.0	560.0	0.58
3.1	3.1	567.86	0.59
3.167156366	3.167156366	638.59	0.6
