	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	56.9	0.0
0.2	0.2	113.8	0.07
0.3	0.3	170.7	0.2
0.4	0.4	227.59	0.38
0.5	0.5	284.49	0.58
0.6	0.6	341.39	0.82
0.7	0.7	398.29	1.09
0.8	0.8	455.19	1.37
0.9	0.9	512.09	1.67
1.0	1.0	568.99	2.0
1.1	1.1	1361.39	2.34
1.2	1.2	2153.79	3.65
1.3	1.3	2946.19	3.89
1.4	1.4	3738.59	4.12
1.5	1.5	4530.99	4.34
1.6	1.6	5323.39	4.54
1.7	1.7	6115.8	4.74
1.8	1.8	6908.2	4.93
1.9	1.9	7700.6	5.11
2.0	2.0	8493.0	5.28
2.1	2.1	11266.3	5.45
2.2	2.2	14039.6	5.62
2.3	2.3	16812.9	5.78
2.4	2.4	19586.2	5.93
2.5	2.5	22359.5	6.08
2.6	2.6	25132.8	6.23
2.7	2.7	27906.1	6.37
2.8	2.8	30679.4	6.51
2.9	2.9	33452.7	6.65
3.0	3.0	36226.0	6.79
3.1	3.1	36774.45	6.92
3.139300018	3.139300018	41710.49	6.97
