	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	37.68	0.0
0.2	0.2	75.35	0.02
0.3	0.3	113.03	0.06
0.4	0.4	150.71	0.15
0.5	0.5	188.39	0.19
0.6	0.6	226.06	0.22
0.7	0.7	263.74	0.25
0.8	0.8	301.42	0.27
0.9	0.9	339.1	0.29
1.0	1.0	376.77	0.31
1.1	1.1	562.6	0.33
1.2	1.2	748.42	0.35
1.3	1.3	934.24	0.36
1.4	1.4	1120.06	0.38
1.5	1.5	1305.89	0.4
1.6	1.6	1491.71	0.41
1.7	1.7	1677.53	0.43
1.8	1.8	1863.35	0.44
1.9	1.9	2049.18	0.45
2.0	2.0	2235.0	0.47
2.1	2.1	2611.4	0.48
2.2	2.2	2987.8	0.49
2.3	2.3	3364.2	0.5
2.4	2.4	3740.6	0.51
2.5	2.5	4117.0	0.53
2.6	2.6	4493.4	0.54
2.7	2.7	4869.8	0.55
2.8	2.8	5246.2	0.56
2.9	2.9	5622.6	0.57
3.0	3.0	5999.0	0.58
3.1	3.1	6051.73	0.59
3.104132536	3.104132536	6526.33	0.59
