	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	2.52	0.0
0.2	0.2	5.04	0.02
0.3	0.3	7.56	0.06
0.4	0.4	10.08	0.15
0.5	0.5	12.6	0.19
0.6	0.6	15.12	0.22
0.7	0.7	17.64	0.25
0.8	0.8	20.16	0.27
0.9	0.9	22.68	0.29
1.0	1.0	25.2	0.31
1.1	1.1	46.08	0.33
1.2	1.2	66.96	0.35
1.3	1.3	87.84	0.36
1.4	1.4	108.72	0.38
1.5	1.5	129.6	0.4
1.6	1.6	150.48	0.41
1.7	1.7	171.36	0.43
1.8	1.8	192.24	0.44
1.9	1.9	213.12	0.45
2.0	2.0	234.0	0.47
2.1	2.1	296.2	0.48
2.2	2.2	358.4	0.49
2.3	2.3	420.6	0.5
2.4	2.4	482.8	0.51
2.5	2.5	545.0	0.53
2.6	2.6	607.2	0.54
2.7	2.7	669.4	0.55
2.8	2.8	731.6	0.56
2.9	2.9	793.8	0.57
3.0	3.0	856.0	0.58
3.1	3.1	971.8	0.59
3.2	3.2	1087.6	0.6
3.3	3.3	1203.4	0.61
3.4	3.4	1319.2	0.62
3.5	3.5	1435.0	0.63
3.6	3.6	1550.8	0.64
3.7	3.7	1666.6	0.65
3.8	3.8	1782.4	0.66
3.9	3.9	1898.2	0.67
4.0	4.0	2014.0	0.68
4.1	4.1	2206.8	0.69
4.2	4.2	2399.6	0.69
4.3	4.3	2592.4	0.7
4.4	4.4	2785.2	0.71
4.5	4.5	2978.0	0.72
4.6	4.6	3170.8	0.73
4.7	4.7	3363.6	0.74
4.8	4.8	3556.4	0.74
4.9	4.9	3749.2	0.75
5.0	5.0	3942.0	0.76
5.1	5.1	3965.93	0.77
5.101959329	5.101959329	4181.33	0.77
