	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	6.32	0.0
0.2	0.2	12.64	0.03
0.3	0.3	18.97	0.09
0.4	0.4	25.29	0.16
0.5	0.5	31.61	0.25
0.6	0.6	37.93	0.46
0.7	0.7	44.25	0.52
0.8	0.8	50.57	0.58
0.9	0.9	56.9	0.63
1.0	1.0	63.22	0.68
1.1	1.1	76.9	0.72
1.2	1.2	90.57	0.76
1.3	1.3	104.25	0.8
1.4	1.4	117.93	0.84
1.5	1.5	131.61	0.87
1.6	1.6	145.29	0.91
1.7	1.7	158.97	0.94
1.8	1.8	172.64	0.97
1.9	1.9	186.32	1.0
2.0	2.0	200.0	1.03
2.1	2.1	227.0	1.06
2.2	2.2	254.0	1.09
2.3	2.3	281.0	1.12
2.4	2.4	308.0	1.15
2.5	2.5	335.0	1.17
2.6	2.6	362.0	1.2
2.7	2.7	389.0	1.22
2.8	2.8	416.0	1.25
2.9	2.9	443.0	1.27
3.0	3.0	470.0	1.3
3.1	3.1	473.96	1.32
3.100562531	3.100562531	509.6	1.32
