	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	164.92	0.0
0.2	0.2	329.84	0.24
0.3	0.3	494.76	0.71
0.4	0.4	659.68	1.34
0.5	0.5	824.61	2.07
0.6	0.6	989.53	2.92
0.7	0.7	1154.45	3.88
0.8	0.8	1319.37	4.89
0.9	0.9	1484.29	5.98
1.0	1.0	1649.21	7.13
1.1	1.1	2568.49	8.35
1.2	1.2	3487.77	9.64
1.3	1.3	4407.05	10.98
1.4	1.4	5326.33	12.38
1.5	1.5	6245.61	13.84
1.6	1.6	7164.88	15.35
1.7	1.7	8084.16	16.91
1.8	1.8	9003.44	18.52
1.9	1.9	9922.72	20.18
2.0	2.0	10842.0	21.88
2.1	2.1	14817.4	23.63
2.2	2.2	18792.8	25.43
2.3	2.3	22768.2	27.26
2.4	2.4	26743.6	29.14
2.5	2.5	30719.0	42.45
2.6	2.6	34694.4	43.79
2.7	2.7	38669.8	45.09
2.8	2.8	42645.2	46.34
2.9	2.9	46620.6	47.56
3.0	3.0	50596.0	48.75
3.1	3.1	57862.4	49.91
3.2	3.2	65128.8	51.05
3.3	3.3	72395.2	52.15
3.4	3.4	79661.6	53.24
3.5	3.5	86928.0	54.3
3.6	3.6	94194.4	55.34
3.7	3.7	101460.8	56.36
3.8	3.8	108727.2	57.36
3.9	3.9	115993.6	58.34
4.0	4.0	123260.0	59.31
4.1	4.1	135035.5	60.26
4.2	4.2	146811.0	61.19
4.3	4.3	158586.5	62.12
4.4	4.4	170362.0	63.02
4.5	4.5	182137.5	63.92
4.6	4.6	193913.0	64.8
4.7	4.7	205688.5	65.67
4.8	4.8	217464.0	66.53
4.9	4.9	229239.5	67.38
5.0	5.0	241015.0	68.21
5.099538256	5.099538256	254637.87	69.04
