	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	0.1	0.0
0.2	0.2	0.2	0.02
0.3	0.3	0.31	0.06
0.4	0.4	0.41	0.15
0.5	0.5	0.51	0.19
0.6	0.6	0.61	0.22
0.7	0.7	0.71	0.25
0.8	0.8	0.81	0.27
0.9	0.9	0.92	0.29
1.0	1.0	1.02	0.31
1.1	1.1	2.02	0.33
1.2	1.2	3.01	0.35
1.3	1.3	4.01	0.36
1.4	1.4	5.01	0.38
1.5	1.5	6.01	0.4
1.6	1.6	7.01	0.41
1.7	1.7	8.01	0.43
1.8	1.8	9.0	0.44
1.9	1.9	10.0	0.45
2.0	2.0	11.0	0.47
2.1	2.1	14.7	0.48
2.2	2.2	18.4	0.49
2.3	2.3	22.1	0.5
2.4	2.4	25.8	0.51
2.5	2.5	29.5	0.53
2.6	2.6	33.2	0.54
2.7	2.7	36.9	0.55
2.8	2.8	40.6	0.56
2.9	2.9	44.3	0.57
3.0	3.0	48.0	0.58
3.1	3.1	58.6	0.59
3.2	3.2	69.2	0.6
3.3	3.3	79.8	0.61
3.4	3.4	90.4	0.62
3.5	3.5	101.0	0.63
3.6	3.6	111.6	0.64
3.7	3.7	122.2	0.65
3.8	3.8	132.8	0.66
3.9	3.9	143.4	0.67
4.0	4.0	154.0	0.68
4.1	4.1	174.1	0.69
4.2	4.2	194.2	0.69
4.3	4.3	214.3	0.7
4.4	4.4	234.4	0.71
4.5	4.5	254.5	0.72
4.6	4.6	274.6	0.73
4.7	4.7	294.7	0.74
4.8	4.8	314.8	0.74
4.9	4.9	334.9	0.75
5.0	5.0	355.0	0.76
5.1	5.1	358.56	0.77
5.145465469	5.145465469	390.56	0.77
