	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	29.29	0.0
0.2	0.2	58.58	0.24
0.3	0.3	87.87	0.71
0.4	0.4	117.16	1.34
0.5	0.5	146.45	2.07
0.6	0.6	175.74	2.92
0.7	0.7	205.03	3.88
0.8	0.8	234.33	4.89
0.9	0.9	263.62	5.98
1.0	1.0	292.91	7.13
1.1	1.1	640.22	8.35
1.2	1.2	987.53	9.64
1.3	1.3	1334.83	10.98
1.4	1.4	1682.14	12.38
1.5	1.5	2029.45	13.84
1.6	1.6	2376.76	15.35
1.7	1.7	2724.07	16.91
1.8	1.8	3071.38	18.52
1.9	1.9	3418.69	20.18
2.0	2.0	3766.0	21.88
2.1	2.1	5174.1	23.63
2.2	2.2	6582.2	25.43
2.3	2.3	7990.3	27.26
2.4	2.4	9398.4	29.14
2.5	2.5	10806.5	42.45
2.6	2.6	12214.6	43.79
2.7	2.7	13622.7	45.09
2.8	2.8	15030.8	46.34
2.9	2.9	16438.9	47.56
3.0	3.0	17847.0	48.75
3.1	3.1	22141.8	49.91
3.2	3.2	26436.6	51.05
3.3	3.3	30731.4	52.15
3.4	3.4	35026.2	53.24
3.5	3.5	39321.0	54.3
3.6	3.6	43615.8	55.34
3.7	3.7	47910.6	56.36
3.8	3.8	52205.4	57.36
3.9	3.9	56500.2	58.34
4.0	4.0	60795.0	59.31
4.1	4.1	69856.9	60.26
4.2	4.2	78918.8	61.19
4.3	4.3	87980.7	62.12
4.4	4.4	97042.6	63.02
4.5	4.5	106104.5	63.92
4.6	4.6	115166.4	64.8
4.7	4.7	124228.3	65.67
4.8	4.8	133290.2	66.53
4.9	4.9	142352.1	67.38
5.0	5.0	151414.0	68.21
5.089475733	5.089475733	161606.49	68.96
