	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	0.48	0.0
0.2	0.2	0.96	0.02
0.3	0.3	1.43	0.06
0.4	0.4	1.91	0.15
0.5	0.5	2.39	0.19
0.6	0.6	2.87	0.22
0.7	0.7	3.35	0.25
0.8	0.8	3.83	0.27
0.9	0.9	4.3	0.29
1.0	1.0	4.78	0.31
1.1	1.1	8.9	0.33
1.2	1.2	13.03	0.35
1.3	1.3	17.15	0.36
1.4	1.4	21.27	0.38
1.5	1.5	25.39	0.4
1.6	1.6	29.51	0.41
1.7	1.7	33.63	0.43
1.8	1.8	37.76	0.44
1.9	1.9	41.88	0.45
2.0	2.0	46.0	0.47
2.1	2.1	65.4	0.48
2.2	2.2	84.8	0.49
2.3	2.3	104.2	0.5
2.4	2.4	123.6	0.51
2.5	2.5	143.0	0.53
2.6	2.6	162.4	0.54
2.7	2.7	181.8	0.55
2.8	2.8	201.2	0.56
2.9	2.9	220.6	0.57
3.0	3.0	240.0	0.58
3.1	3.1	295.8	0.59
3.2	3.2	351.6	0.6
3.3	3.3	407.4	0.61
3.4	3.4	463.2	0.62
3.5	3.5	519.0	0.63
3.6	3.6	574.8	0.64
3.7	3.7	630.6	0.65
3.8	3.8	686.4	0.66
3.9	3.9	742.2	0.67
4.0	4.0	798.0	0.68
4.1	4.1	836.7	0.69
4.2	4.2	875.39	0.69
4.3	4.3	914.09	0.7
4.4	4.4	952.79	0.71
4.429197052	4.429197052	1184.97	0.71
