	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	5.85	0.0
0.2	0.2	11.7	0.02
0.3	0.3	17.55	0.06
0.4	0.4	23.4	0.15
0.5	0.5	29.25	0.19
0.6	0.6	35.1	0.22
0.7	0.7	40.96	0.25
0.8	0.8	46.81	0.27
0.9	0.9	52.66	0.29
1.0	1.0	58.51	0.31
1.1	1.1	91.16	0.33
1.2	1.2	123.81	0.35
1.3	1.3	156.46	0.36
1.4	1.4	189.1	0.38
1.5	1.5	221.75	0.4
1.6	1.6	254.4	0.41
1.7	1.7	287.05	0.43
1.8	1.8	319.7	0.44
1.9	1.9	352.35	0.45
2.0	2.0	385.0	0.47
2.1	2.1	438.37	0.48
2.2	2.2	491.74	0.49
2.3	2.3	545.11	0.5
2.4	2.4	598.48	0.51
2.5	2.5	651.85	0.53
2.6	2.6	705.22	0.54
2.7	2.7	758.59	0.55
2.739001953	2.739001953	918.7	0.55
