	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	0.82	0.0
0.2	0.2	1.63	0.02
0.3	0.3	2.45	0.06
0.4	0.4	3.26	0.15
0.5	0.5	4.08	0.19
0.6	0.6	4.89	0.22
0.7	0.7	5.71	0.25
0.8	0.8	6.53	0.27
0.9	0.9	7.34	0.29
1.0	1.0	8.16	0.31
1.1	1.1	14.04	0.33
1.2	1.2	19.93	0.35
1.3	1.3	25.81	0.36
1.4	1.4	31.69	0.38
1.5	1.5	37.58	0.4
1.6	1.6	43.46	0.41
1.7	1.7	49.35	0.43
1.8	1.8	55.23	0.44
1.9	1.9	61.12	0.45
2.0	2.0	67.0	0.47
2.1	2.1	81.4	0.48
2.2	2.2	95.8	0.49
2.3	2.3	110.2	0.5
2.4	2.4	124.6	0.51
2.5	2.5	139.0	0.53
2.6	2.6	153.4	0.54
2.7	2.7	167.8	0.55
2.8	2.8	182.2	0.56
2.9	2.9	196.6	0.57
3.0	3.0	211.0	0.58
3.1	3.1	244.9	0.59
3.2	3.2	278.8	0.6
3.3	3.3	312.7	0.61
3.4	3.4	346.6	0.62
3.5	3.5	380.5	0.63
3.6	3.6	414.4	0.64
3.7	3.7	448.3	0.65
3.8	3.8	482.2	0.66
3.9	3.9	516.1	0.67
4.0	4.0	550.0	0.68
4.1	4.1	554.88	0.69
4.109279598	4.109279598	598.81	0.69
