	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	4.28	0.0
0.2	0.2	8.57	0.02
0.3	0.3	12.85	0.06
0.4	0.4	17.14	0.15
0.5	0.5	21.42	0.19
0.6	0.6	25.71	0.22
0.7	0.7	29.99	0.25
0.8	0.8	34.28	0.27
0.9	0.9	38.56	0.29
1.0	1.0	42.85	0.31
1.1	1.1	66.76	0.33
1.2	1.2	90.68	0.35
1.3	1.3	114.59	0.36
1.4	1.4	138.51	0.38
1.5	1.5	162.42	0.4
1.6	1.6	186.34	0.41
1.7	1.7	210.25	0.43
1.8	1.8	234.17	0.44
1.9	1.9	258.08	0.45
2.0	2.0	282.0	0.47
2.1	2.1	349.0	0.48
2.2	2.2	416.0	0.49
2.3	2.3	483.0	0.5
2.4	2.4	550.0	0.51
2.5	2.5	617.0	0.53
2.6	2.6	684.0	0.54
2.7	2.7	751.0	0.55
2.8	2.8	818.0	0.56
2.9	2.9	885.0	0.57
3.0	3.0	952.0	0.58
3.1	3.1	1076.0	0.59
3.2	3.2	1200.0	0.6
3.3	3.3	1324.0	0.61
3.4	3.4	1448.0	0.62
3.5	3.5	1572.0	0.63
3.6	3.6	1696.0	0.64
3.7	3.7	1820.0	0.65
3.8	3.8	1944.0	0.66
3.9	3.9	2068.0	0.67
4.0	4.0	2192.0	0.68
4.1	4.1	2379.1	0.69
4.2	4.2	2566.2	0.69
4.3	4.3	2753.3	0.7
4.4	4.4	2940.4	0.71
4.5	4.5	3127.5	0.72
4.6	4.6	3314.6	0.73
4.7	4.7	3501.7	0.74
4.8	4.8	3688.8	0.74
4.9	4.9	3875.9	0.75
5.0	5.0	4063.0	0.76
5.079954866	5.079954866	4233.1	0.77
