	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	4.8	0.0
0.2	0.2	9.59	0.02
0.3	0.3	14.39	0.06
0.4	0.4	19.19	0.15
0.5	0.5	23.99	0.19
0.6	0.6	28.78	0.22
0.7	0.7	33.58	0.25
0.8	0.8	38.38	0.27
0.9	0.9	43.17	0.29
1.0	1.0	47.97	0.31
1.1	1.1	80.47	0.33
1.2	1.2	112.98	0.35
1.3	1.3	145.48	0.36
1.4	1.4	177.98	0.38
1.5	1.5	210.49	0.4
1.6	1.6	242.99	0.41
1.7	1.7	275.49	0.43
1.8	1.8	307.99	0.44
1.9	1.9	340.5	0.45
2.0	2.0	373.0	0.47
2.1	2.1	451.9	0.48
2.2	2.2	530.8	0.49
2.3	2.3	609.7	0.5
2.4	2.4	688.6	0.51
2.5	2.5	767.5	0.53
2.6	2.6	846.4	0.54
2.7	2.7	925.3	0.55
2.8	2.8	1004.2	0.56
2.9	2.9	1083.1	0.57
3.0	3.0	1162.0	0.58
3.1	3.1	1299.3	0.59
3.2	3.2	1436.6	0.6
3.3	3.3	1573.9	0.61
3.4	3.4	1711.2	0.62
3.5	3.5	1848.5	0.63
3.6	3.6	1985.8	0.64
3.7	3.7	2123.1	0.65
3.8	3.8	2260.4	0.66
3.9	3.9	2397.7	0.67
4.0	4.0	2535.0	0.68
4.1	4.1	2731.1	0.69
4.2	4.2	2927.2	0.69
4.3	4.3	3123.3	0.7
4.4	4.4	3319.4	0.71
4.5	4.5	3515.5	0.72
4.6	4.6	3711.6	0.73
4.7	4.7	3907.7	0.74
4.8	4.8	4103.8	0.74
4.9	4.9	4299.9	0.75
5.0	5.0	4496.0	0.76
5.089161833	5.089161833	4693.38	0.77
