	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	27.62	0.0
0.2	0.2	55.25	0.24
0.3	0.3	82.87	0.71
0.4	0.4	110.49	1.34
0.5	0.5	138.11	2.07
0.6	0.6	165.74	2.92
0.7	0.7	193.36	3.88
0.8	0.8	220.98	4.89
0.9	0.9	248.6	5.98
1.0	1.0	276.23	7.13
1.1	1.1	503.3	8.35
1.2	1.2	730.38	9.64
1.3	1.3	957.46	10.98
1.4	1.4	1184.54	12.38
1.5	1.5	1411.61	13.84
1.6	1.6	1638.69	15.35
1.7	1.7	1865.77	16.91
1.8	1.8	2092.85	18.52
1.9	1.9	2319.92	20.18
2.0	2.0	2547.0	21.88
2.1	2.1	3325.5	23.63
2.2	2.2	4104.0	25.43
2.3	2.3	4882.5	27.26
2.4	2.4	5661.0	29.14
2.5	2.5	6439.5	42.45
2.6	2.6	7218.0	43.79
2.7	2.7	7996.5	45.09
2.8	2.8	8775.0	46.34
2.9	2.9	9553.5	47.56
3.0	3.0	10332.0	48.75
3.1	3.1	12182.1	49.91
3.2	3.2	14032.2	51.05
3.3	3.3	15882.3	52.15
3.4	3.4	17732.4	53.24
3.5	3.5	19582.5	54.3
3.6	3.6	21432.6	55.34
3.7	3.7	23282.7	56.36
3.8	3.8	25132.8	57.36
3.9	3.9	26982.9	58.34
4.0	4.0	28833.0	59.31
4.1	4.1	32120.4	60.26
4.2	4.2	35407.8	61.19
4.3	4.3	38695.2	62.12
4.4	4.4	41982.6	63.02
4.5	4.5	45270.0	63.92
4.6	4.6	48557.4	64.8
4.7	4.7	51844.8	65.67
4.8	4.8	55132.2	66.53
4.9	4.9	58419.6	67.38
5.0	5.0	61707.0	68.21
5.1	5.1	62228.97	69.04
5.117012161	5.117012161	66926.72	69.18
