	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	0.86	0.0
0.2	0.2	1.71	0.02
0.3	0.3	2.57	0.06
0.4	0.4	3.43	0.15
0.5	0.5	4.28	0.19
0.6	0.6	5.14	0.22
0.7	0.7	6.0	0.25
0.8	0.8	6.85	0.27
0.9	0.9	7.71	0.29
1.0	1.0	8.57	0.31
1.1	1.1	12.81	0.33
1.2	1.2	17.05	0.35
1.3	1.3	21.3	0.36
1.4	1.4	25.54	0.38
1.5	1.5	29.78	0.4
1.6	1.6	34.03	0.41
1.7	1.7	38.27	0.43
1.8	1.8	42.51	0.44
1.9	1.9	46.76	0.45
2.0	2.0	51.0	0.47
2.1	2.1	60.5	0.48
2.2	2.2	70.0	0.49
2.3	2.3	79.5	0.5
2.4	2.4	89.0	0.51
2.5	2.5	98.5	0.53
2.6	2.6	108.0	0.54
2.7	2.7	117.5	0.55
2.8	2.8	127.0	0.56
2.9	2.9	136.5	0.57
3.0	3.0	146.0	0.58
3.1	3.1	160.1	0.59
3.2	3.2	174.2	0.6
3.3	3.3	188.3	0.61
3.4	3.4	202.4	0.62
3.5	3.5	216.5	0.63
3.6	3.6	230.6	0.64
3.7	3.7	244.7	0.65
3.8	3.8	258.8	0.66
3.9	3.9	272.9	0.67
4.0	4.0	287.0	0.68
4.1	4.1	304.38	0.69
4.2	4.2	321.76	0.69
4.3	4.3	339.14	0.7
4.4	4.4	356.52	0.71
4.5	4.5	373.9	0.72
4.6	4.6	391.28	0.73
4.7	4.7	408.66	0.74
4.8	4.8	426.03	0.74
4.9	4.9	443.41	0.75
4.93688727	4.93688727	460.79	0.76
