	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	0.36	0.0
0.2	0.2	0.72	0.02
0.3	0.3	1.09	0.06
0.4	0.4	1.45	0.15
0.5	0.5	1.81	0.19
0.6	0.6	2.17	0.22
0.7	0.7	2.53	0.25
0.8	0.8	2.9	0.27
0.9	0.9	3.26	0.29
1.0	1.0	3.62	0.31
1.1	1.1	6.96	0.33
1.2	1.2	10.3	0.35
1.3	1.3	13.63	0.36
1.4	1.4	16.97	0.38
1.5	1.5	20.31	0.4
1.6	1.6	23.65	0.41
1.7	1.7	26.99	0.43
1.8	1.8	30.32	0.44
1.9	1.9	33.66	0.45
2.0	2.0	37.0	0.47
2.1	2.1	47.4	0.48
2.2	2.2	57.8	0.49
2.3	2.3	68.2	0.5
2.4	2.4	78.6	0.51
2.5	2.5	89.0	0.53
2.6	2.6	99.4	0.54
2.7	2.7	109.8	0.55
2.8	2.8	120.2	0.56
2.9	2.9	130.6	0.57
3.0	3.0	141.0	0.58
3.1	3.1	166.5	0.59
3.2	3.2	192.0	0.6
3.3	3.3	217.5	0.61
3.4	3.4	243.0	0.62
3.5	3.5	268.5	0.63
3.6	3.6	294.0	0.64
3.7	3.7	319.5	0.65
3.8	3.8	345.0	0.66
3.9	3.9	370.5	0.67
4.0	4.0	396.0	0.68
4.1	4.1	459.0	0.69
4.2	4.2	522.0	0.69
4.3	4.3	585.0	0.7
4.4	4.4	648.0	0.71
4.5	4.5	711.0	0.72
4.6	4.6	774.0	0.73
4.7	4.7	837.0	0.74
4.8	4.8	900.0	0.74
4.9	4.9	963.0	0.75
5.0	5.0	1026.0	0.76
5.095997632	5.095997632	1111.58	0.77
