	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	1.03	0.0
0.2	0.2	2.05	0.02
0.3	0.3	3.08	0.06
0.4	0.4	4.11	0.15
0.5	0.5	5.14	0.19
0.6	0.6	6.16	0.22
0.7	0.7	7.19	0.25
0.8	0.8	8.22	0.27
0.9	0.9	9.25	0.29
1.0	1.0	10.27	0.31
1.1	1.1	16.55	0.33
1.2	1.2	22.82	0.35
1.3	1.3	29.09	0.36
1.4	1.4	35.36	0.38
1.5	1.5	41.64	0.4
1.6	1.6	47.91	0.41
1.7	1.7	54.18	0.43
1.8	1.8	60.45	0.44
1.9	1.9	66.73	0.45
2.0	2.0	73.0	0.47
2.1	2.1	89.5	0.48
2.2	2.2	106.0	0.49
2.3	2.3	122.5	0.5
2.4	2.4	139.0	0.51
2.5	2.5	155.5	0.53
2.6	2.6	172.0	0.54
2.7	2.7	188.5	0.55
2.8	2.8	205.0	0.56
2.9	2.9	221.5	0.57
3.0	3.0	238.0	0.58
3.1	3.1	276.7	0.59
3.2	3.2	315.4	0.6
3.3	3.3	354.1	0.61
3.4	3.4	392.8	0.62
3.5	3.5	431.5	0.63
3.6	3.6	470.2	0.64
3.7	3.7	508.9	0.65
3.8	3.8	547.6	0.66
3.9	3.9	586.3	0.67
4.0	4.0	625.0	0.68
4.1	4.1	693.3	0.69
4.2	4.2	761.6	0.69
4.3	4.3	829.9	0.7
4.4	4.4	898.2	0.71
4.5	4.5	966.5	0.72
4.6	4.6	1034.8	0.73
4.7	4.7	1103.1	0.74
4.8	4.8	1171.4	0.74
4.9	4.9	1239.7	0.75
5.0	5.0	1308.0	0.76
5.097208434	5.097208434	1386.79	0.77
