	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	4.65	0.0
0.2	0.2	9.29	0.04
0.3	0.3	13.94	0.11
0.4	0.4	18.58	0.22
0.5	0.5	23.23	0.33
0.6	0.6	27.87	0.47
0.7	0.7	32.52	0.87
0.8	0.8	37.16	0.98
0.9	0.9	41.81	1.07
1.0	1.0	46.45	1.16
1.1	1.1	80.71	1.24
1.2	1.2	114.96	1.31
1.3	1.3	149.22	1.39
1.4	1.4	183.47	1.45
1.5	1.5	217.73	1.52
1.6	1.6	251.98	1.58
1.7	1.7	286.24	1.64
1.8	1.8	320.49	1.7
1.9	1.9	354.75	1.76
2.0	2.0	389.0	1.81
2.1	2.1	445.3	1.86
2.2	2.2	501.59	1.91
2.3	2.3	557.89	1.96
2.4	2.4	614.19	2.01
2.5	2.5	670.49	2.06
2.6	2.6	726.78	2.11
2.7	2.7	783.08	2.15
2.770863682	2.770863682	951.97	2.18
