	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	86.78	0.0
0.2	0.2	173.56	0.24
0.3	0.3	260.35	0.71
0.4	0.4	347.13	1.34
0.5	0.5	433.91	2.07
0.6	0.6	520.69	2.92
0.7	0.7	607.48	3.88
0.8	0.8	694.26	4.89
0.9	0.9	781.04	5.98
1.0	1.0	867.82	7.13
1.1	1.1	1402.94	8.35
1.2	1.2	1938.06	9.64
1.3	1.3	2473.18	10.98
1.4	1.4	3008.29	12.38
1.5	1.5	3543.41	13.84
1.6	1.6	4078.53	15.35
1.7	1.7	4613.65	16.91
1.8	1.8	5148.76	18.52
1.9	1.9	5683.88	20.18
2.0	2.0	6219.0	21.88
2.1	2.1	7403.6	32.45
2.2	2.2	8588.2	33.67
2.3	2.3	9772.8	34.86
2.4	2.4	10957.4	36.0
2.5	2.5	12142.0	37.1
2.6	2.6	13326.6	38.17
2.7	2.7	14511.2	39.21
2.8	2.8	15695.8	40.22
2.9	2.9	16880.4	41.21
3.0	3.0	18065.0	42.17
3.1	3.1	20087.5	43.11
3.2	3.2	22110.0	44.03
3.3	3.3	24132.5	44.93
3.4	3.4	26155.0	45.81
3.5	3.5	28177.5	46.67
3.6	3.6	30200.0	47.52
3.7	3.7	32222.5	48.36
3.8	3.8	34245.0	49.17
3.9	3.9	36267.5	49.98
4.0	4.0	38290.0	50.77
4.1	4.1	39038.46	51.55
4.2	4.2	39786.93	52.32
4.293824296	4.293824296	45774.64	53.03
