	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	2.07	0.0
0.2	0.2	4.15	0.02
0.3	0.3	6.22	0.06
0.4	0.4	8.3	0.15
0.5	0.5	10.37	0.19
0.6	0.6	12.45	0.22
0.7	0.7	14.52	0.25
0.8	0.8	16.6	0.27
0.9	0.9	18.67	0.29
1.0	1.0	20.74	0.31
1.1	1.1	31.47	0.33
1.2	1.2	42.2	0.35
1.3	1.3	52.92	0.36
1.4	1.4	63.65	0.38
1.5	1.5	74.37	0.4
1.6	1.6	85.1	0.41
1.7	1.7	95.82	0.43
1.8	1.8	106.55	0.44
1.9	1.9	117.27	0.45
2.0	2.0	128.0	0.47
2.1	2.1	154.1	0.48
2.2	2.2	180.2	0.49
2.3	2.3	206.3	0.5
2.4	2.4	232.4	0.51
2.5	2.5	258.5	0.53
2.6	2.6	284.6	0.54
2.7	2.7	310.7	0.55
2.8	2.8	336.8	0.56
2.9	2.9	362.9	0.57
3.0	3.0	389.0	0.58
3.1	3.1	438.0	0.59
3.2	3.2	487.0	0.6
3.3	3.3	536.0	0.61
3.4	3.4	585.0	0.62
3.5	3.5	634.0	0.63
3.6	3.6	683.0	0.64
3.7	3.7	732.0	0.65
3.8	3.8	781.0	0.66
3.9	3.9	830.0	0.67
4.0	4.0	879.0	0.68
4.1	4.1	956.1	0.69
4.2	4.2	1033.2	0.69
4.3	4.3	1110.3	0.7
4.4	4.4	1187.4	0.71
4.5	4.5	1264.5	0.72
4.6	4.6	1341.6	0.73
4.7	4.7	1418.7	0.74
4.8	4.8	1495.8	0.74
4.9	4.9	1572.9	0.75
5.0	5.0	1650.0	0.76
5.085295828	5.085295828	1725.7	0.77
