	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	9.74	0.0
0.2	0.2	19.49	0.09
0.3	0.3	29.23	0.28
0.4	0.4	38.97	0.54
0.5	0.5	48.72	0.83
0.6	0.6	58.46	1.17
0.7	0.7	68.2	1.55
0.8	0.8	77.95	1.96
0.9	0.9	87.69	2.39
1.0	1.0	97.43	2.85
1.1	1.1	169.19	3.34
1.2	1.2	240.95	3.86
1.3	1.3	312.7	4.39
1.4	1.4	384.46	4.95
1.5	1.5	456.22	5.54
1.6	1.6	527.97	8.59
1.7	1.7	599.73	9.02
1.8	1.8	671.49	9.44
1.9	1.9	743.24	9.83
2.0	2.0	815.0	10.21
2.1	2.1	1152.8	10.58
2.2	2.2	1490.6	10.93
2.3	2.3	1828.4	11.28
2.4	2.4	2166.2	11.61
2.5	2.5	2504.0	11.93
2.6	2.6	2841.8	12.24
2.7	2.7	3179.6	12.55
2.8	2.8	3517.4	12.85
2.9	2.9	3855.2	13.14
3.0	3.0	4193.0	13.42
3.1	3.1	4929.8	13.7
3.2	3.2	5666.6	13.97
3.3	3.3	6403.4	14.24
3.4	3.4	7140.2	14.51
3.5	3.5	7877.0	14.76
3.6	3.6	8613.8	15.02
3.7	3.7	9350.6	15.27
3.8	3.8	10087.4	15.51
3.9	3.9	10824.2	15.75
4.0	4.0	11561.0	15.99
4.1	4.1	12743.3	16.23
4.2	4.2	13925.6	16.46
4.3	4.3	15107.9	16.68
4.4	4.4	16290.2	16.91
4.5	4.5	17472.5	17.13
4.6	4.6	18654.8	17.35
4.7	4.7	19837.1	17.57
4.8	4.8	21019.4	17.78
4.9	4.9	22201.7	17.99
5.0	5.0	23384.0	18.2
5.09546206	5.09546206	24750.8	18.4
