	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	337.34	0.0
0.2	0.2	674.68	0.1
0.3	0.3	1012.02	0.31
0.4	0.4	1349.35	0.59
0.5	0.5	1686.69	0.91
0.6	0.6	2024.03	1.29
0.7	0.7	2361.37	1.71
0.8	0.8	2698.71	2.15
0.9	0.9	3036.05	3.51
1.0	1.0	3373.39	3.82
1.1	1.1	4983.85	4.12
1.2	1.2	6594.31	4.39
1.3	1.3	8204.77	4.64
1.4	1.4	9815.23	4.88
1.5	1.5	11425.69	5.11
1.6	1.6	13036.15	5.33
1.7	1.7	14646.62	5.54
1.8	1.8	16257.08	5.74
1.9	1.9	17867.54	5.94
2.0	2.0	19478.0	6.13
2.1	2.1	21071.94	6.31
2.2	2.2	22665.87	6.49
2.3	2.3	24259.81	6.66
2.4	2.4	25853.74	6.83
2.5	2.5	27447.68	7.0
2.561588854	2.561588854	35417.36	7.1
