	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	17.01	0.0
0.2	0.2	34.01	0.06
0.3	0.3	51.02	0.17
0.4	0.4	68.03	0.32
0.5	0.5	85.03	0.5
0.6	0.6	102.04	0.7
0.7	0.7	119.04	0.93
0.8	0.8	136.05	1.17
0.9	0.9	153.06	1.43
1.0	1.0	170.06	2.39
1.1	1.1	313.36	2.59
1.2	1.2	456.65	2.78
1.3	1.3	599.94	2.95
1.4	1.4	743.24	3.11
1.5	1.5	886.53	3.27
1.6	1.6	1029.83	3.41
1.7	1.7	1173.12	3.55
1.8	1.8	1316.41	3.69
1.9	1.9	1459.71	3.82
2.0	2.0	1603.0	3.95
2.1	2.1	1952.2	4.07
2.2	2.2	2301.4	4.19
2.3	2.3	2650.6	4.3
2.4	2.4	2999.8	4.42
2.5	2.5	3349.0	4.52
2.6	2.6	3698.2	4.63
2.7	2.7	4047.4	4.74
2.8	2.8	4396.6	4.84
2.9	2.9	4745.8	4.94
3.0	3.0	5095.0	5.04
3.1	3.1	5791.0	5.13
3.2	3.2	6487.0	5.23
3.3	3.3	7183.0	5.32
3.4	3.4	7879.0	5.41
3.5	3.5	8575.0	5.5
3.6	3.6	9271.0	5.59
3.7	3.7	9967.0	5.67
3.8	3.8	10663.0	5.76
3.9	3.9	11359.0	5.84
4.0	4.0	12055.0	5.93
4.1	4.1	13138.8	6.01
4.2	4.2	14222.6	6.09
4.3	4.3	15306.4	6.17
4.4	4.4	16390.2	6.25
4.5	4.5	17474.0	6.33
4.6	4.6	18557.8	6.4
4.7	4.7	19641.6	6.48
4.8	4.8	20725.4	6.55
4.9	4.9	21809.2	6.63
5.0	5.0	22893.0	6.7
5.096877253	5.096877253	24172.09	6.77
