	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	97.07	0.0
0.2	0.2	194.15	0.03
0.3	0.3	291.22	0.09
0.4	0.4	388.3	0.16
0.5	0.5	485.37	0.25
0.6	0.6	582.44	0.46
0.7	0.7	679.52	0.52
0.8	0.8	776.59	0.58
0.9	0.9	873.67	0.63
1.0	1.0	970.74	0.68
1.1	1.1	1184.37	0.72
1.2	1.2	1397.99	0.76
1.3	1.3	1611.62	0.8
1.4	1.4	1825.24	0.84
1.5	1.5	2038.87	0.87
1.6	1.6	2252.5	0.91
1.7	1.7	2466.12	0.94
1.8	1.8	2679.75	0.97
1.9	1.9	2893.37	1.0
2.0	2.0	3107.0	1.03
2.1	2.1	3478.4	1.06
2.2	2.2	3849.8	1.09
2.3	2.3	4221.2	1.12
2.4	2.4	4592.6	1.15
2.5	2.5	4964.0	1.17
2.6	2.6	5335.4	1.2
2.7	2.7	5706.8	1.22
2.8	2.8	6078.2	1.25
2.9	2.9	6449.6	1.27
3.0	3.0	6821.0	1.3
3.1	3.1	7442.8	1.32
3.2	3.2	8064.6	1.34
3.3	3.3	8686.4	1.36
3.4	3.4	9308.2	1.39
3.5	3.5	9930.0	1.41
3.6	3.6	10551.8	1.43
3.7	3.7	11173.6	1.45
3.8	3.8	11795.4	1.47
3.9	3.9	12417.2	1.49
4.0	4.0	13039.0	1.51
4.1	4.1	14011.5	1.53
4.2	4.2	14984.0	1.55
4.3	4.3	15956.5	1.57
4.4	4.4	16929.0	1.59
4.5	4.5	17901.5	1.61
4.6	4.6	18874.0	1.63
4.7	4.7	19846.5	1.65
4.8	4.8	20819.0	1.67
4.9	4.9	21791.5	1.68
5.0	5.0	22764.0	1.7
5.097211206	5.097211206	23910.54	1.72
