	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	17.98	0.0
0.2	0.2	35.97	0.02
0.3	0.3	53.95	0.06
0.4	0.4	71.94	0.15
0.5	0.5	89.92	0.19
0.6	0.6	107.91	0.22
0.7	0.7	125.89	0.25
0.8	0.8	143.87	0.27
0.9	0.9	161.86	0.29
1.0	1.0	179.84	0.31
1.1	1.1	269.36	0.33
1.2	1.2	358.87	0.35
1.3	1.3	448.39	0.36
1.4	1.4	537.91	0.38
1.5	1.5	627.42	0.4
1.6	1.6	716.94	0.41
1.7	1.7	806.45	0.43
1.8	1.8	895.97	0.44
1.9	1.9	985.48	0.45
2.0	2.0	1075.0	0.47
2.1	2.1	1255.4	0.48
2.2	2.2	1435.8	0.49
2.3	2.3	1616.2	0.5
2.4	2.4	1796.6	0.51
2.5	2.5	1977.0	0.53
2.6	2.6	2157.4	0.54
2.7	2.7	2337.8	0.55
2.8	2.8	2518.2	0.56
2.9	2.9	2698.6	0.57
3.0	3.0	2879.0	0.58
3.1	3.1	3180.3	0.59
3.2	3.2	3481.6	0.6
3.3	3.3	3782.9	0.61
3.4	3.4	4084.2	0.62
3.5	3.5	4385.5	0.63
3.6	3.6	4686.8	0.64
3.7	3.7	4988.1	0.65
3.8	3.8	5289.4	0.66
3.9	3.9	5590.7	0.67
4.0	4.0	5892.0	0.68
4.1	4.1	6063.69	0.69
4.2	4.2	6235.37	0.69
4.3	4.3	6407.06	0.7
4.391008996	4.391008996	7608.86	0.71
