	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	2.36	0.0
0.2	0.2	4.73	0.03
0.3	0.3	7.09	0.09
0.4	0.4	9.46	0.16
0.5	0.5	11.82	0.25
0.6	0.6	14.19	0.46
0.7	0.7	16.55	0.52
0.8	0.8	18.92	0.58
0.9	0.9	21.28	0.63
1.0	1.0	23.65	0.68
1.1	1.1	39.48	0.72
1.2	1.2	55.32	0.76
1.3	1.3	71.15	0.8
1.4	1.4	86.99	0.84
1.5	1.5	102.82	0.87
1.6	1.6	118.66	0.91
1.7	1.7	134.49	0.94
1.8	1.8	150.33	0.97
1.9	1.9	166.16	1.0
2.0	2.0	182.0	1.03
2.1	2.1	227.5	1.06
2.2	2.2	273.0	1.09
2.3	2.3	318.5	1.12
2.4	2.4	364.0	1.15
2.5	2.5	409.5	1.17
2.6	2.6	455.0	1.2
2.7	2.7	500.5	1.22
2.8	2.8	546.0	1.25
2.9	2.9	591.5	1.27
3.0	3.0	637.0	1.3
3.1	3.1	754.5	1.32
3.2	3.2	872.0	1.34
3.3	3.3	989.5	1.36
3.4	3.4	1107.0	1.39
3.5	3.5	1224.5	1.41
3.6	3.6	1342.0	1.43
3.7	3.7	1459.5	1.45
3.8	3.8	1577.0	1.47
3.9	3.9	1694.5	1.49
4.0	4.0	1812.0	1.51
4.1	4.1	2062.0	1.53
4.2	4.2	2312.0	1.55
4.3	4.3	2562.0	1.57
4.4	4.4	2812.0	1.59
4.5	4.5	3062.0	1.61
4.6	4.6	3312.0	1.63
4.7	4.7	3562.0	1.65
4.8	4.8	3812.0	1.67
4.9	4.9	4062.0	1.68
5.0	5.0	4312.0	1.7
5.09059384	5.09059384	4636.79	1.72
