	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	27.02	0.0
0.2	0.2	54.04	0.02
0.3	0.3	81.06	0.06
0.4	0.4	108.08	0.15
0.5	0.5	135.1	0.19
0.6	0.6	162.12	0.22
0.7	0.7	189.14	0.25
0.8	0.8	216.16	0.27
0.9	0.9	243.18	0.29
1.0	1.0	270.2	0.31
1.1	1.1	374.08	0.33
1.2	1.2	477.96	0.35
1.3	1.3	581.84	0.36
1.4	1.4	685.72	0.38
1.5	1.5	789.6	0.4
1.6	1.6	893.48	0.41
1.7	1.7	997.36	0.43
1.8	1.8	1101.24	0.44
1.9	1.9	1205.12	0.45
2.0	2.0	1309.0	0.47
2.1	2.1	1503.1	0.48
2.2	2.2	1697.2	0.49
2.3	2.3	1891.3	0.5
2.4	2.4	2085.4	0.51
2.5	2.5	2279.5	0.53
2.6	2.6	2473.6	0.54
2.7	2.7	2667.7	0.55
2.8	2.8	2861.8	0.56
2.9	2.9	3055.9	0.57
3.0	3.0	3250.0	0.58
3.1	3.1	3569.6	0.59
3.2	3.2	3889.2	0.6
3.3	3.3	4208.8	0.61
3.4	3.4	4528.4	0.62
3.5	3.5	4848.0	0.63
3.6	3.6	5167.6	0.64
3.7	3.7	5487.2	0.65
3.8	3.8	5806.8	0.66
3.9	3.9	6126.4	0.67
4.0	4.0	6446.0	0.68
4.1	4.1	6947.3	0.69
4.2	4.2	7448.6	0.69
4.3	4.3	7949.9	0.7
4.4	4.4	8451.2	0.71
4.5	4.5	8952.5	0.72
4.6	4.6	9453.8	0.73
4.7	4.7	9955.1	0.74
4.8	4.8	10456.4	0.74
4.9	4.9	10957.7	0.75
5.0	5.0	11459.0	0.76
5.1	5.1	11527.73	0.77
5.113143336	5.113143336	12146.25	0.77
