	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	43.06	0.0
0.2	0.2	86.11	0.02
0.3	0.3	129.17	0.06
0.4	0.4	172.22	0.15
0.5	0.5	215.28	0.19
0.6	0.6	258.34	0.22
0.7	0.7	301.39	0.25
0.8	0.8	344.45	0.27
0.9	0.9	387.51	0.29
1.0	1.0	430.56	0.31
1.1	1.1	493.71	0.33
1.2	1.2	556.85	0.35
1.3	1.3	619.99	0.36
1.4	1.4	683.14	0.38
1.5	1.5	746.28	0.4
1.6	1.6	809.42	0.41
1.7	1.7	872.57	0.43
1.8	1.8	935.71	0.44
1.9	1.9	998.86	0.45
2.0	2.0	1062.0	0.47
2.1	2.1	1187.7	0.48
2.2	2.2	1313.4	0.49
2.3	2.3	1439.1	0.5
2.4	2.4	1564.8	0.51
2.5	2.5	1690.5	0.53
2.6	2.6	1816.2	0.54
2.7	2.7	1941.9	0.55
2.8	2.8	2067.6	0.56
2.9	2.9	2193.3	0.57
3.0	3.0	2319.0	0.58
3.1	3.1	2549.8	0.59
3.2	3.2	2780.6	0.6
3.3	3.3	3011.4	0.61
3.4	3.4	3242.2	0.62
3.5	3.5	3473.0	0.63
3.6	3.6	3703.8	0.64
3.7	3.7	3934.6	0.65
3.8	3.8	4165.4	0.66
3.9	3.9	4396.2	0.67
4.0	4.0	4627.0	0.68
4.096348366	4.096348366	4915.88	0.69
