	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	92.61	0.0
0.2	0.2	185.22	0.24
0.3	0.3	277.82	0.71
0.4	0.4	370.43	1.34
0.5	0.5	463.04	2.07
0.6	0.6	555.65	2.92
0.7	0.7	648.25	3.88
0.8	0.8	740.86	4.89
0.9	0.9	833.47	5.98
1.0	1.0	926.08	7.13
1.1	1.1	1457.87	8.35
1.2	1.2	1989.66	9.64
1.3	1.3	2521.45	10.98
1.4	1.4	3053.25	12.38
1.5	1.5	3585.04	13.84
1.6	1.6	4116.83	15.35
1.7	1.7	4648.62	16.91
1.8	1.8	5180.42	18.52
1.9	1.9	5712.21	20.18
2.0	2.0	6244.0	21.88
2.1	2.1	8384.7	23.63
2.2	2.2	10525.4	25.43
2.3	2.3	12666.1	27.26
2.4	2.4	14806.8	29.14
2.5	2.5	16947.5	42.45
2.6	2.6	19088.2	43.79
2.7	2.7	21228.9	45.09
2.8	2.8	23369.6	46.34
2.9	2.9	25510.3	47.56
3.0	3.0	27651.0	48.75
3.1	3.1	32684.0	49.91
3.2	3.2	37717.0	51.05
3.3	3.3	42750.0	52.15
3.4	3.4	47783.0	53.24
3.5	3.5	52816.0	54.3
3.6	3.6	57849.0	55.34
3.7	3.7	62882.0	56.36
3.8	3.8	67915.0	57.36
3.9	3.9	72948.0	58.34
4.0	4.0	77981.0	59.31
4.1	4.1	87259.7	60.26
4.2	4.2	96538.4	61.19
4.3	4.3	105817.1	62.12
4.4	4.4	115095.8	63.02
4.5	4.5	124374.5	63.92
4.6	4.6	133653.2	64.8
4.7	4.7	142931.9	65.67
4.8	4.8	152210.6	66.53
4.9	4.9	161489.3	67.38
5.0	5.0	170768.0	68.21
5.1	5.1	172099.92	69.04
5.109530341	5.109530341	184087.17	69.12
