	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	11.66	0.0
0.2	0.2	23.32	0.07
0.3	0.3	34.98	0.2
0.4	0.4	46.64	0.38
0.5	0.5	58.3	0.58
0.6	0.6	69.96	0.82
0.7	0.7	81.62	1.09
0.8	0.8	93.28	1.37
0.9	0.9	104.94	1.67
1.0	1.0	116.6	2.0
1.1	1.1	200.94	2.34
1.2	1.2	285.28	3.65
1.3	1.3	369.62	3.89
1.4	1.4	453.96	4.12
1.5	1.5	538.3	4.34
1.6	1.6	622.64	4.54
1.7	1.7	706.98	4.74
1.8	1.8	791.32	4.93
1.9	1.9	875.66	5.11
2.0	2.0	960.0	5.28
2.1	2.1	1263.4	5.45
2.2	2.2	1566.8	5.62
2.3	2.3	1870.2	5.78
2.4	2.4	2173.6	5.93
2.5	2.5	2477.0	6.08
2.6	2.6	2780.4	6.23
2.7	2.7	3083.8	6.37
2.8	2.8	3387.2	6.51
2.9	2.9	3690.6	6.65
3.0	3.0	3994.0	6.79
3.1	3.1	4557.8	6.92
3.2	3.2	5121.6	7.05
3.3	3.3	5685.4	7.18
3.4	3.4	6249.2	7.3
3.5	3.5	6813.0	7.42
3.6	3.6	7376.8	7.55
3.7	3.7	7940.6	7.66
3.8	3.8	8504.4	7.78
3.9	3.9	9068.2	7.9
4.0	4.0	9632.0	8.01
4.1	4.1	10481.4	8.12
4.2	4.2	11330.8	8.23
4.3	4.3	12180.2	8.34
4.4	4.4	13029.6	8.45
4.5	4.5	13879.0	8.56
4.6	4.6	14728.4	8.66
4.7	4.7	15577.8	8.77
4.8	4.8	16427.2	8.87
4.9	4.9	17276.6	8.97
5.0	5.0	18126.0	9.07
5.1	5.1	18251.96	9.17
5.123590068	5.123590068	19385.65	9.19
