	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	5.02	0.0
0.2	0.2	10.03	0.03
0.3	0.3	15.05	0.09
0.4	0.4	20.07	0.16
0.5	0.5	25.08	0.25
0.6	0.6	30.1	0.46
0.7	0.7	35.12	0.52
0.8	0.8	40.13	0.58
0.9	0.9	45.15	0.63
1.0	1.0	50.17	0.68
1.1	1.1	75.65	0.72
1.2	1.2	101.13	0.76
1.3	1.3	126.62	0.8
1.4	1.4	152.1	0.84
1.5	1.5	177.58	0.87
1.6	1.6	203.07	0.91
1.7	1.7	228.55	0.94
1.8	1.8	254.03	0.97
1.9	1.9	279.52	1.0
2.0	2.0	305.0	1.03
2.1	2.1	365.5	1.06
2.2	2.2	426.0	1.09
2.3	2.3	486.5	1.12
2.4	2.4	547.0	1.15
2.5	2.5	607.5	1.17
2.6	2.6	668.0	1.2
2.7	2.7	728.5	1.22
2.8	2.8	789.0	1.25
2.9	2.9	849.5	1.27
3.0	3.0	910.0	1.3
3.1	3.1	1016.9	1.32
3.2	3.2	1123.8	1.34
3.3	3.3	1230.7	1.36
3.4	3.4	1337.6	1.39
3.5	3.5	1444.5	1.41
3.6	3.6	1551.4	1.43
3.7	3.7	1658.3	1.45
3.8	3.8	1765.2	1.47
3.9	3.9	1872.1	1.49
4.0	4.0	1979.0	1.51
4.1	4.1	2140.4	1.53
4.2	4.2	2301.8	1.55
4.3	4.3	2463.2	1.57
4.4	4.4	2624.6	1.59
4.5	4.5	2786.0	1.61
4.6	4.6	2947.4	1.63
4.7	4.7	3108.8	1.65
4.8	4.8	3270.2	1.67
4.9	4.9	3431.6	1.68
5.0	5.0	3593.0	1.7
5.092569005	5.092569005	3769.53	1.72
