	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	21.36	0.0
0.2	0.2	42.72	0.15
0.3	0.3	64.09	0.45
0.4	0.4	85.45	0.86
0.5	0.5	106.81	1.33
0.6	0.6	128.17	1.87
0.7	0.7	149.53	2.49
0.8	0.8	170.9	3.13
0.9	0.9	192.26	3.83
1.0	1.0	213.62	4.57
1.1	1.1	353.76	5.35
1.2	1.2	493.9	6.17
1.3	1.3	634.03	7.03
1.4	1.4	774.17	7.93
1.5	1.5	914.31	8.86
1.6	1.6	1054.45	9.82
1.7	1.7	1194.59	10.82
1.8	1.8	1334.72	11.85
1.9	1.9	1474.86	12.91
2.0	2.0	1615.0	14.0
2.1	2.1	2032.5	15.12
2.2	2.2	2450.0	16.27
2.3	2.3	2867.5	17.45
2.4	2.4	3285.0	18.65
2.5	2.5	3702.5	27.17
2.6	2.6	4120.0	28.03
2.7	2.7	4537.5	28.86
2.8	2.8	4955.0	29.66
2.9	2.9	5372.5	30.44
3.0	3.0	5790.0	31.2
3.1	3.1	6656.5	31.94
3.2	3.2	7523.0	32.67
3.3	3.3	8389.5	33.38
3.4	3.4	9256.0	34.07
3.5	3.5	10122.5	34.75
3.6	3.6	10989.0	35.41
3.7	3.7	11855.5	36.07
3.8	3.8	12722.0	36.71
3.9	3.9	13588.5	37.34
4.0	4.0	14455.0	37.96
4.1	4.1	16050.0	38.57
4.2	4.2	17645.0	39.16
4.3	4.3	19240.0	39.75
4.4	4.4	20835.0	40.34
4.5	4.5	22430.0	40.91
4.6	4.6	24025.0	41.47
4.7	4.7	25620.0	42.03
4.8	4.8	27215.0	42.58
4.9	4.9	28810.0	43.12
5.0	5.0	30405.0	43.66
5.1	5.1	30664.48	44.19
5.127243126	5.127243126	32999.77	44.33
