	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	5.51	0.0
0.2	0.2	11.02	0.04
0.3	0.3	16.53	0.11
0.4	0.4	22.04	0.22
0.5	0.5	27.55	0.33
0.6	0.6	33.06	0.47
0.7	0.7	38.57	0.87
0.8	0.8	44.08	0.98
0.9	0.9	49.59	1.07
1.0	1.0	55.1	1.16
1.1	1.1	77.19	1.24
1.2	1.2	99.28	1.31
1.3	1.3	121.37	1.39
1.4	1.4	143.46	1.45
1.5	1.5	165.55	1.52
1.6	1.6	187.64	1.58
1.7	1.7	209.73	1.64
1.8	1.8	231.82	1.7
1.9	1.9	253.91	1.76
2.0	2.0	276.0	1.81
2.1	2.1	324.0	1.86
2.2	2.2	372.0	1.91
2.3	2.3	420.0	1.96
2.4	2.4	468.0	2.01
2.5	2.5	516.0	2.06
2.6	2.6	564.0	2.11
2.7	2.7	612.0	2.15
2.8	2.8	660.0	2.2
2.9	2.9	708.0	2.24
3.0	3.0	756.0	2.28
3.1	3.1	884.9	2.32
3.2	3.2	1013.8	2.36
3.3	3.3	1142.7	2.41
3.4	3.4	1271.6	2.44
3.5	3.5	1400.5	2.48
3.6	3.6	1529.4	2.52
3.7	3.7	1658.3	2.56
3.8	3.8	1787.2	2.6
3.9	3.9	1916.1	2.63
4.0	4.0	2045.0	2.67
4.1	4.1	2292.2	2.71
4.2	4.2	2539.4	2.74
4.3	4.3	2786.6	2.78
4.4	4.4	3033.8	2.81
4.5	4.5	3281.0	2.85
4.6	4.6	3528.2	2.88
4.7	4.7	3775.4	2.91
4.8	4.8	4022.6	2.95
4.9	4.9	4269.8	2.98
5.0	5.0	4517.0	3.01
5.0892318	5.0892318	4799.81	3.04
