	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	4.59	0.0
0.2	0.2	9.17	0.03
0.3	0.3	13.76	0.09
0.4	0.4	18.35	0.16
0.5	0.5	22.93	0.25
0.6	0.6	27.52	0.46
0.7	0.7	32.11	0.52
0.8	0.8	36.7	0.58
0.9	0.9	41.28	0.63
1.0	1.0	45.87	0.68
1.1	1.1	66.38	0.72
1.2	1.2	86.9	0.76
1.3	1.3	107.41	0.8
1.4	1.4	127.92	0.84
1.5	1.5	148.43	0.87
1.6	1.6	168.95	0.91
1.7	1.7	189.46	0.94
1.8	1.8	209.97	0.97
1.9	1.9	230.49	1.0
2.0	2.0	251.0	1.03
2.1	2.1	294.3	1.06
2.2	2.2	337.6	1.09
2.3	2.3	380.9	1.12
2.4	2.4	424.2	1.15
2.5	2.5	467.5	1.17
2.6	2.6	510.8	1.2
2.7	2.7	554.1	1.22
2.8	2.8	597.4	1.25
2.9	2.9	640.7	1.27
3.0	3.0	684.0	1.3
3.1	3.1	753.7	1.32
3.2	3.2	823.4	1.34
3.3	3.3	893.1	1.36
3.4	3.4	962.8	1.39
3.5	3.5	1032.5	1.41
3.6	3.6	1102.2	1.43
3.7	3.7	1171.9	1.45
3.8	3.8	1241.6	1.47
3.9	3.9	1311.3	1.49
4.0	4.0	1381.0	1.51
4.1	4.1	1485.5	1.53
4.2	4.2	1590.0	1.55
4.3	4.3	1694.5	1.57
4.4	4.4	1799.0	1.59
4.5	4.5	1903.5	1.61
4.6	4.6	2008.0	1.63
4.7	4.7	2112.5	1.65
4.8	4.8	2217.0	1.67
4.9	4.9	2321.5	1.68
5.0	5.0	2426.0	1.7
5.1	5.1	2443.14	1.72
5.136816466	5.136816466	2597.45	1.73
