	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	0.17	0.0
0.2	0.2	0.33	0.02
0.3	0.3	0.5	0.06
0.4	0.4	0.67	0.15
0.5	0.5	0.84	0.19
0.6	0.6	1.0	0.22
0.7	0.7	1.17	0.25
0.8	0.8	1.34	0.27
0.9	0.9	1.51	0.29
1.0	1.0	1.67	0.31
1.1	1.1	2.91	0.33
1.2	1.2	4.14	0.35
1.3	1.3	5.37	0.36
1.4	1.4	6.6	0.38
1.5	1.5	7.84	0.4
1.6	1.6	9.07	0.41
1.7	1.7	10.3	0.43
1.8	1.8	11.53	0.44
1.9	1.9	12.77	0.45
2.0	2.0	14.0	0.47
2.1	2.1	17.8	0.48
2.2	2.2	21.6	0.49
2.3	2.3	25.4	0.5
2.4	2.4	29.2	0.51
2.5	2.5	33.0	0.53
2.6	2.6	36.8	0.54
2.7	2.7	40.6	0.55
2.8	2.8	44.4	0.56
2.9	2.9	48.2	0.57
3.0	3.0	52.0	0.58
3.1	3.1	59.6	0.59
3.2	3.2	67.2	0.6
3.3	3.3	74.8	0.61
3.4	3.4	82.4	0.62
3.5	3.5	90.0	0.63
3.6	3.6	97.6	0.64
3.7	3.7	105.2	0.65
3.8	3.8	112.8	0.66
3.9	3.9	120.4	0.67
4.0	4.0	128.0	0.68
4.1	4.1	137.98	0.69
4.2	4.2	147.96	0.69
4.3	4.3	157.95	0.7
4.4	4.4	167.93	0.71
4.5	4.5	177.91	0.72
4.6	4.6	187.89	0.73
4.7	4.7	197.87	0.74
4.8	4.8	207.85	0.74
4.9	4.9	217.84	0.75
4.952395457	4.952395457	227.82	0.76
