	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	129.23	0.0
0.2	0.2	258.46	0.24
0.3	0.3	387.7	0.71
0.4	0.4	516.93	1.34
0.5	0.5	646.16	2.07
0.6	0.6	775.39	2.92
0.7	0.7	904.62	3.88
0.8	0.8	1033.86	4.89
0.9	0.9	1163.09	5.98
1.0	1.0	1292.32	7.13
1.1	1.1	2055.79	8.35
1.2	1.2	2819.26	9.64
1.3	1.3	3582.72	10.98
1.4	1.4	4346.19	12.38
1.5	1.5	5109.66	13.84
1.6	1.6	5873.13	15.35
1.7	1.7	6636.6	16.91
1.8	1.8	7400.06	18.52
1.9	1.9	8163.53	20.18
2.0	2.0	8927.0	21.88
2.1	2.1	10957.1	23.63
2.2	2.2	12987.2	25.43
2.3	2.3	15017.3	27.26
2.4	2.4	17047.4	29.14
2.5	2.5	19077.5	42.45
2.6	2.6	21107.6	43.79
2.7	2.7	23137.7	45.09
2.8	2.8	25167.8	46.34
2.9	2.9	27197.9	47.56
3.0	3.0	29228.0	48.75
3.1	3.1	32723.2	49.91
3.2	3.2	36218.4	51.05
3.3	3.3	39713.6	52.15
3.4	3.4	43208.8	53.24
3.5	3.5	46704.0	54.3
3.6	3.6	50199.2	55.34
3.7	3.7	53694.4	56.36
3.8	3.8	57189.6	57.36
3.9	3.9	60684.8	58.34
4.0	4.0	64180.0	59.31
4.1	4.1	69621.5	60.26
4.2	4.2	75063.0	61.19
4.3	4.3	80504.5	62.12
4.4	4.4	85946.0	63.02
4.5	4.5	91387.5	63.92
4.6	4.6	96829.0	64.8
4.7	4.7	102270.5	65.67
4.8	4.8	107712.0	66.53
4.9	4.9	113153.5	67.38
5.0	5.0	118595.0	68.21
5.09055267	5.09055267	124523.16	68.96
