	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	2.91	0.0
0.2	0.2	5.81	0.06
0.3	0.3	8.72	0.17
0.4	0.4	11.62	0.32
0.5	0.5	14.53	0.5
0.6	0.6	17.43	0.7
0.7	0.7	20.34	0.93
0.8	0.8	23.24	1.17
0.9	0.9	26.15	1.43
1.0	1.0	29.05	2.39
1.1	1.1	41.15	2.59
1.2	1.2	53.24	2.78
1.3	1.3	65.34	2.95
1.4	1.4	77.43	3.11
1.5	1.5	89.53	3.27
1.6	1.6	101.62	3.41
1.7	1.7	113.72	3.55
1.8	1.8	125.81	3.69
1.9	1.9	137.91	3.82
2.0	2.0	150.0	3.95
2.1	2.1	181.7	4.07
2.2	2.2	213.4	4.19
2.3	2.3	245.1	4.3
2.4	2.4	276.8	4.42
2.5	2.5	308.5	4.52
2.6	2.6	340.2	4.63
2.7	2.7	371.9	4.74
2.8	2.8	403.6	4.84
2.9	2.9	435.3	4.94
3.0	3.0	467.0	5.04
3.1	3.1	531.3	5.13
3.2	3.2	595.6	5.23
3.3	3.3	659.9	5.32
3.4	3.4	724.2	5.41
3.5	3.5	788.5	5.5
3.6	3.6	852.8	5.59
3.7	3.7	917.1	5.67
3.8	3.8	981.4	5.76
3.9	3.9	1045.7	5.84
4.0	4.0	1110.0	5.93
4.1	4.1	1214.1	6.01
4.2	4.2	1318.2	6.09
4.3	4.3	1422.3	6.17
4.4	4.4	1526.4	6.25
4.5	4.5	1630.5	6.33
4.6	4.6	1734.6	6.4
4.7	4.7	1838.7	6.48
4.8	4.8	1942.8	6.55
4.9	4.9	2046.9	6.63
5.0	5.0	2151.0	6.7
5.094301104	5.094301104	2269.2	6.77
