	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	5.94	0.0
0.2	0.2	11.88	0.02
0.3	0.3	17.82	0.06
0.4	0.4	23.75	0.15
0.5	0.5	29.69	0.19
0.6	0.6	35.63	0.22
0.7	0.7	41.57	0.25
0.8	0.8	47.51	0.27
0.9	0.9	53.45	0.29
1.0	1.0	59.39	0.31
1.1	1.1	104.15	0.33
1.2	1.2	148.91	0.35
1.3	1.3	193.67	0.36
1.4	1.4	238.43	0.38
1.5	1.5	283.19	0.4
1.6	1.6	327.95	0.41
1.7	1.7	372.72	0.43
1.8	1.8	417.48	0.44
1.9	1.9	462.24	0.45
2.0	2.0	507.0	0.47
2.1	2.1	620.0	0.48
2.2	2.2	733.0	0.49
2.3	2.3	846.0	0.5
2.4	2.4	959.0	0.51
2.5	2.5	1072.0	0.53
2.6	2.6	1185.0	0.54
2.7	2.7	1298.0	0.55
2.8	2.8	1411.0	0.56
2.9	2.9	1524.0	0.57
3.0	3.0	1637.0	0.58
3.1	3.1	1772.66	0.59
3.2	3.2	1908.32	0.6
3.3	3.3	2043.98	0.61
3.4	3.4	2179.64	0.62
3.5	3.5	2315.29	0.63
3.6	3.6	2450.95	0.64
3.69298496	3.69298496	2993.59	0.65
