	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	25.16	0.0
0.2	0.2	50.33	0.03
0.3	0.3	75.49	0.09
0.4	0.4	100.65	0.16
0.5	0.5	125.81	0.25
0.6	0.6	150.98	0.46
0.7	0.7	176.14	0.52
0.8	0.8	201.3	0.58
0.9	0.9	226.46	0.63
1.0	1.0	251.63	0.68
1.1	1.1	398.16	0.72
1.2	1.2	544.7	0.76
1.3	1.3	691.24	0.8
1.4	1.4	837.78	0.84
1.5	1.5	984.31	0.87
1.6	1.6	1130.85	0.91
1.7	1.7	1277.39	0.94
1.8	1.8	1423.93	0.97
1.9	1.9	1570.46	1.0
2.0	2.0	1717.0	1.03
2.1	2.1	2031.5	1.06
2.2	2.2	2346.0	1.09
2.3	2.3	2660.5	1.12
2.4	2.4	2975.0	1.15
2.5	2.5	3289.5	1.17
2.6	2.6	3604.0	1.2
2.7	2.7	3918.5	1.22
2.8	2.8	4233.0	1.25
2.9	2.9	4547.5	1.27
3.0	3.0	4862.0	1.3
3.1	3.1	5388.1	1.32
3.2	3.2	5914.2	1.34
3.3	3.3	6440.3	1.36
3.4	3.4	6966.4	1.39
3.5	3.5	7492.5	1.41
3.6	3.6	8018.6	1.43
3.7	3.7	8544.7	1.45
3.8	3.8	9070.8	1.47
3.9	3.9	9596.9	1.49
4.0	4.0	10123.0	1.51
4.1	4.1	10910.9	1.53
4.2	4.2	11698.8	1.55
4.3	4.3	12486.7	1.57
4.4	4.4	13274.6	1.59
4.5	4.5	14062.5	1.61
4.6	4.6	14850.4	1.63
4.7	4.7	15638.3	1.65
4.8	4.8	16426.2	1.67
4.9	4.9	17214.1	1.68
5.0	5.0	18002.0	1.7
5.021712853	5.021712853	18205.9	1.71
