	depth	storage	outflow_rect
0.0	0.0	0.0	0.0
0.1	0.1	3.49	0.0
0.2	0.2	6.99	0.02
0.3	0.3	10.48	0.06
0.4	0.4	13.97	0.15
0.5	0.5	17.47	0.19
0.6	0.6	20.96	0.22
0.7	0.7	24.45	0.25
0.8	0.8	27.95	0.27
0.9	0.9	31.44	0.29
1.0	1.0	34.93	0.31
1.1	1.1	57.94	0.33
1.2	1.2	80.95	0.35
1.3	1.3	103.95	0.36
1.4	1.4	126.96	0.38
1.5	1.5	149.97	0.4
1.6	1.6	172.97	0.41
1.7	1.7	195.98	0.43
1.8	1.8	218.99	0.44
1.9	1.9	241.99	0.45
2.0	2.0	265.0	0.47
2.1	2.1	339.2	0.48
2.2	2.2	413.4	0.49
2.3	2.3	487.6	0.5
2.4	2.4	561.8	0.51
2.5	2.5	636.0	0.53
2.6	2.6	710.2	0.54
2.7	2.7	784.4	0.55
2.8	2.8	858.6	0.56
2.9	2.9	932.8	0.57
3.0	3.0	1007.0	0.58
3.1	3.1	1160.7	0.59
3.2	3.2	1314.4	0.6
3.3	3.3	1468.1	0.61
3.4	3.4	1621.8	0.62
3.5	3.5	1775.5	0.63
3.6	3.6	1929.2	0.64
3.7	3.7	2082.9	0.65
3.8	3.8	2236.6	0.66
3.9	3.9	2390.3	0.67
4.0	4.0	2544.0	0.68
4.1	4.1	2787.9	0.69
4.2	4.2	3031.8	0.69
4.3	4.3	3275.7	0.7
4.4	4.4	3519.6	0.71
4.5	4.5	3763.5	0.72
4.6	4.6	4007.4	0.73
4.7	4.7	4251.3	0.74
4.8	4.8	4495.2	0.74
4.9	4.9	4739.1	0.75
5.0	5.0	4983.0	0.76
5.1	5.1	5014.99	0.77
5.114003151	5.114003151	5302.88	0.77
